config	inst	time	count	best	spr	hv	gd	invgd	eps	gspr	
nsga150k2x	WMET	640476	88	0.0247	0.4778	0.5165	0.0016	0.0009	157.8120	0.3987	
nsga150k2x	WMET	640865	88	0.0192	0.4460	0.5151	0.0019	0.0011	167.3831	0.4592	
nsga150k2x	WMET	643274	88	0.0219	0.4706	0.5125	0.0020	0.0021	329.4305	0.5362	
nsga150k2x	WMET	643356	88	0.0164	0.5036	0.5132	0.0020	0.0011	287.4793	0.3547	
nsga150k2x	WMET	639130	88	0.0164	0.3765	0.5127	0.0022	0.0009	277.3698	0.2918	
nsga150k2x	WMET	640709	88	0.0274	0.4169	0.5165	0.0017	0.0010	151.5263	0.4514	
nsga150k2x	WMET	640390	88	0.0027	0.4147	0.5121	0.0019	0.0010	350.1777	0.3751	
nsga150k2x	WMET	641725	88	0.0110	0.4258	0.5120	0.0022	0.0016	285.4970	0.4270	
nsga150k2x	WMET	643994	88	0.0164	0.4862	0.5127	0.0021	0.0018	258.4558	0.5357	
nsga150k2x	WMET	640935	88	0.0384	0.4633	0.5175	0.0014	0.0021	154.5226	0.5303	
nsga150k2x	WMET	637982	88	0.0247	0.3785	0.5167	0.0016	0.0007	192.3743	0.3707	
nsga150k2x	WMET	638697	88	0.0247	0.4247	0.5169	0.0017	0.0011	121.4061	0.4524	
nsga150k2x	WMET	642299	88	0.0082	0.4890	0.5141	0.0018	0.0015	233.8544	0.5119	
nsga150k2x	WMET	642282	88	0.0082	0.3995	0.5113	0.0020	0.0012	241.6226	0.4171	
nsga150k2x	WMET	641564	88	0.0027	0.3736	0.5115	0.0025	0.0011	228.9131	0.4323	
nsga150k2x	WMET	642764	88	0.0164	0.4169	0.5125	0.0024	0.0014	235.7292	0.4798	
nsga150k2x	WMET	639238	88	0.0438	0.4358	0.5195	0.0013	0.0007	157.7860	0.3991	
nsga150k2x	WMET	640791	88	0.0192	0.4261	0.5100	0.0024	0.0011	330.9620	0.3202	
nsga150k2x	WMET	639386	88	0.0247	0.3882	0.5165	0.0017	0.0014	209.7515	0.4440	
nsga150k2x	WMET	642409	88	0.0356	0.4319	0.5165	0.0019	0.0012	57.5540	0.4493	
nsga150k2x	WMET	641760	88	0.0027	0.4168	0.5088	0.0025	0.0015	368.7693	0.4397	
nsga150k2x	WMET	640183	88	0.0301	0.4073	0.5166	0.0018	0.0008	18.1327	0.3999	
nsga150k2x	WMET	641697	88	0.0164	0.4659	0.5168	0.0017	0.0009	2.8000	0.3831	
nsga150k2x	WMET	641645	88	0.0055	0.4459	0.5097	0.0025	0.0020	387.8321	0.5097	
nsga150k2x	WMET	644863	88	0.0247	0.4659	0.5117	0.0021	0.0024	206.6254	0.5333	
nsga150k2x	WMET	640292	88	0.0219	0.4523	0.5139	0.0018	0.0013	219.2929	0.4763	
nsga150k2x	WMET	643828	88	0.0137	0.4756	0.5117	0.0021	0.0025	116.6911	0.5391	
nsga150k2x	WMET	642335	88	0.0110	0.4223	0.5086	0.0025	0.0016	368.7614	0.5014	
nsga150k2x	WMET	643236	88	0.0274	0.4370	0.5157	0.0021	0.0014	21.6295	0.5261	
nsga150k2x	WMET	640271	88	0.0219	0.4088	0.5151	0.0018	0.0009	287.8410	0.3807	
nsga150k2x	WMET	640604	88	0.0301	0.4326	0.5155	0.0021	0.0013	309.9727	0.4703	
nsga150k2x	WMET	641299	88	0.0164	0.4383	0.5153	0.0017	0.0016	208.0769	0.5031	
nsga150k2x	WMET	641409	88	0.0192	0.4011	0.5148	0.0020	0.0011	107.1239	0.4160	
nsga150k2x	WMET	642508	88	0.0110	0.4492	0.5144	0.0019	0.0010	172.7701	0.4569	
nsga150k2x	WMET	641973	88	0.0301	0.4156	0.5150	0.0021	0.0011	97.6006	0.4313	
nsga150k2x	WMET	640629	88	0.0164	0.4241	0.5141	0.0020	0.0017	223.3506	0.5107	
nsga150k2x	WMET	643533	88	0.0274	0.4198	0.5150	0.0019	0.0018	133.2214	0.4894	
nsga150k2x	WMET	642294	88	0.0055	0.3942	0.5081	0.0027	0.0011	309.7738	0.4196	
nsga150k2x	WMET	643080	88	0.0274	0.4925	0.5122	0.0030	0.0011	170.9910	0.4294	
nsga150k2x	WMET	643544	88	0.0082	0.3946	0.5101	0.0026	0.0013	170.6428	0.4142	
nsga150k2x	WMET	640878	88	0.0027	0.3953	0.5138	0.0019	0.0012	235.4528	0.4034	
nsga150k2x	WMET	642140	88	0.0164	0.4253	0.5156	0.0018	0.0010	84.8010	0.4642	
nsga150k2x	WMET	642634	88	0.0164	0.4691	0.5137	0.0021	0.0017	125.2201	0.5125	
nsga150k2x	WMET	643734	88	0.0219	0.4388	0.5130	0.0024	0.0010	113.1466	0.4373	
nsga150k2x	WMET	642114	88	0.0110	0.4574	0.5149	0.0017	0.0022	9.4774	0.5203	
nsga150k2x	WMET	637368	88	0.0219	0.3752	0.5134	0.0022	0.0010	292.7059	0.4128	
nsga150k2x	WMET	639653	88	0.0247	0.3990	0.5155	0.0019	0.0009	245.5221	0.4151	
nsga150k4x	ACAD	656355	137	0.0051	0.6016	0.5073	0.0035	0.0027	693.8420	0.6240	
nsga150k4x	ACAD	630392	128	0.0152	0.5893	0.5136	0.0030	0.0026	468.8337	0.6234	
nsga150k4x	ACAD	627454	124	0.0253	0.6679	0.5169	0.0036	0.0022	333.9319	0.6643	
nsga150k4x	ACAD	629686	124	0.0101	0.6687	0.5120	0.0034	0.0027	457.2069	0.7072	
nsga150k4x	ACAD	625908	111	0.0253	0.6311	0.5198	0.0030	0.0020	259.6587	0.5764	
nsga150k4x	ACAD	627467	119	0.0354	0.6588	0.5214	0.0029	0.0019	244.0067	0.5856	
nsga150k4x	ACAD	630943	113	0.0152	0.6851	0.5110	0.0051	0.0027	553.5789	0.6721	
nsga150k4x	ACAD	629424	125	0.0253	0.6293	0.5172	0.0036	0.0024	16.8390	0.6683	
nsga150k4x	ACAD	628364	118	0.0354	0.5797	0.5169	0.0035	0.0023	406.0643	0.5740	
nsga150k4x	ACAD	628665	120	0.0253	0.5598	0.5159	0.0030	0.0021	364.0082	0.5530	
nsga150k4x	ACAD	629344	110	0.0202	0.6874	0.5179	0.0029	0.0021	428.9434	0.7193	
nsga150k4x	ACAD	627008	119	0.0101	0.5722	0.5114	0.0034	0.0021	510.4185	0.5449	
nsga150k4x	ACAD	630706	117	0.0101	0.6509	0.5131	0.0028	0.0022	506.3033	0.6382	
nsga150k4x	ACAD	626535	115	0.0152	0.5843	0.5226	0.0029	0.0019	145.6056	0.5974	
nsga150k4x	ACAD	626524	118	0.0303	0.6262	0.5193	0.0028	0.0022	242.2352	0.6540	
nsga150k4x	ACAD	628736	113	0.0202	0.6963	0.5118	0.0039	0.0023	477.0603	0.7122	
nsga150k4x	ACAD	627746	108	0.0354	0.6234	0.5176	0.0032	0.0021	460.9880	0.6212	
nsga150k4x	ACAD	626885	117	0.0101	0.6438	0.5126	0.0038	0.0026	178.6806	0.6185	
nsga150k4x	ACAD	627270	120	0.0000	0.6387	0.5097	0.0037	0.0025	338.0111	0.6329	
nsga150k4x	ACAD	629346	122	0.0202	0.6793	0.5078	0.0042	0.0027	624.4488	0.6697	
nsga150k4x	ACAD	627949	120	0.0152	0.6102	0.5103	0.0035	0.0023	512.5950	0.6102	
nsga150k4x	ACAD	629496	127	0.0152	0.6646	0.5099	0.0038	0.0023	463.8378	0.6684	
nsga150k4x	ACAD	626701	110	0.0303	0.6783	0.5198	0.0029	0.0024	266.4476	0.6717	
nsga150k4x	ACAD	627667	102	0.0101	0.6075	0.5209	0.0032	0.0028	150.2048	0.6237	
nsga150k4x	ACAD	628548	108	0.0253	0.5717	0.5171	0.0033	0.0024	95.5432	0.5782	
nsga150k4x	ACAD	628598	123	0.0152	0.6167	0.5199	0.0027	0.0024	122.0984	0.6696	
nsga150k4x	ACAD	626404	118	0.0152	0.6294	0.5172	0.0033	0.0028	279.2406	0.6008	
nsga150k4x	ACAD	625532	101	0.0202	0.7743	0.5137	0.0072	0.0022	330.6102	0.7898	
nsga150k4x	ACAD	628080	105	0.0051	0.6366	0.5081	0.0043	0.0029	429.2067	0.6283	
nsga150k4x	ACAD	628827	135	0.0202	0.6313	0.5133	0.0033	0.0023	378.7350	0.6448	
nsga150k4x	ACAD	629026	115	0.0303	0.6022	0.5114	0.0033	0.0022	432.6637	0.6202	
nsga150k4x	ACAD	627309	103	0.0152	0.5978	0.5165	0.0029	0.0020	445.7916	0.6009	
nsga150k4x	ACAD	629923	130	0.0303	0.6731	0.5106	0.0034	0.0025	685.5499	0.6360	
nsga150k4x	ACAD	626259	113	0.0303	0.6322	0.5221	0.0029	0.0020	102.5995	0.5960	
nsga150k4x	ACAD	627311	119	0.0354	0.6366	0.5191	0.0032	0.0032	275.4283	0.6480	
nsga150k4x	ACAD	626187	100	0.0202	0.6045	0.5158	0.0033	0.0021	334.4218	0.6279	
nsga150k4x	ACAD	627223	117	0.0253	0.6347	0.5140	0.0031	0.0022	510.9097	0.5723	
nsga150k4x	ACAD	627682	125	0.0051	0.7135	0.5149	0.0031	0.0021	347.3974	0.6951	
nsga150k4x	ACAD	627043	111	0.0051	0.6524	0.5144	0.0033	0.0024	301.4355	0.5791	
nsga150k4x	ACAD	629460	109	0.0152	0.6082	0.5163	0.0035	0.0021	264.8902	0.5774	
nsga150k4x	ACAD	627369	115	0.0051	0.6103	0.5143	0.0032	0.0023	378.3974	0.5915	
nsga150k4x	ACAD	629720	120	0.0303	0.5932	0.5105	0.0031	0.0032	691.5726	0.6694	
nsga150k4x	ACAD	629091	118	0.0051	0.6788	0.5088	0.0040	0.0024	565.3251	0.7390	
nsga150k4x	ACAD	627308	123	0.0051	0.6286	0.5172	0.0034	0.0022	79.9818	0.6428	
nsga150k4x	ACAD	628356	114	0.0303	0.6974	0.5209	0.0033	0.0028	194.2798	0.6911	
nsga150k4x	ACAD	626703	115	0.0253	0.6228	0.5185	0.0029	0.0020	358.1990	0.6328	
nsga150k4x	ACAD	630221	105	0.0707	0.6714	0.5204	0.0042	0.0024	379.2839	0.6776	
nsga150k4x	ACAD	628370	118	0.0202	0.6672	0.5210	0.0025	0.0020	235.4033	0.6640	
nsga150k4x	ACAD	629019	117	0.0202	0.6665	0.5227	0.0032	0.0022	4.0000	0.6512	
nsga150k4x	ACAD	626133	129	0.0152	0.6729	0.5178	0.0028	0.0022	401.5481	0.6366	
nsga150k4x	OMET	3623558	154	0.0152	0.6249	0.5115	0.0023	0.0025	127.6939	0.6848	
nsga150k4x	OMET	3606755	131	0.0505	0.5691	0.5096	0.0025	0.0018	981.5508	0.5650	
nsga150k4x	OMET	3607364	131	0.0202	0.6156	0.5095	0.0025	0.0019	16.1000	0.5834	
nsga150k4x	OMET	3615309	138	0.0202	0.6423	0.5032	0.0024	0.0025	1938.9133	0.6964	
nsga150k4x	OMET	3611777	149	0.0152	0.6060	0.5061	0.0024	0.0018	1011.8465	0.5874	
nsga150k4x	OMET	3627930	150	0.0152	0.6843	0.5043	0.0025	0.0021	1485.2525	0.7098	
nsga150k4x	OMET	3620428	129	0.0404	0.5645	0.5134	0.0023	0.0019	869.6340	0.6317	
nsga150k4x	OMET	3616826	142	0.0152	0.5656	0.5056	0.0026	0.0019	1286.3170	0.5538	
nsga150k4x	OMET	3606718	127	0.0303	0.6844	0.5099	0.0024	0.0018	1258.1740	0.6906	
nsga150k4x	OMET	3619640	133	0.0202	0.6268	0.5062	0.0027	0.0019	1476.4932	0.6124	
nsga150k4x	OMET	3624982	126	0.0152	0.6306	0.5091	0.0025	0.0020	1732.8527	0.6577	
nsga150k4x	OMET	3632278	155	0.0000	0.6144	0.4982	0.0026	0.0023	2113.0647	0.6565	
nsga150k4x	OMET	3652445	125	0.0101	0.6457	0.5115	0.0024	0.0018	891.4021	0.6797	
nsga150k4x	OMET	3650121	118	0.0253	0.6131	0.5071	0.0025	0.0020	1455.5336	0.6174	
nsga150k4x	OMET	3645818	135	0.0202	0.6727	0.5150	0.0025	0.0020	852.9573	0.6509	
nsga150k4x	OMET	3670260	142	0.0303	0.6289	0.5056	0.0027	0.0021	1543.5498	0.6546	
nsga150k4x	OMET	3674120	133	0.0152	0.5994	0.5082	0.0024	0.0025	764.6118	0.7008	
nsga150k4x	OMET	3667066	135	0.0404	0.5903	0.5107	0.0022	0.0018	1081.5528	0.5847	
nsga150k4x	OMET	3660066	152	0.0051	0.6060	0.5051	0.0026	0.0019	527.0888	0.5618	
nsga150k4x	OMET	3680047	152	0.0152	0.6428	0.5057	0.0024	0.0031	1312.1098	0.6934	
nsga150k4x	OMET	3662218	139	0.0152	0.6101	0.5050	0.0025	0.0019	1101.1519	0.6115	
nsga150k4x	OMET	2958950	139	0.0253	0.6375	0.5093	0.0025	0.0020	1079.8956	0.6176	
nsga150k4x	OMET	2809879	139	0.0202	0.6031	0.5105	0.0022	0.0027	1078.5456	0.6542	
nsga150k4x	OMET	2790528	153	0.0152	0.6222	0.5037	0.0023	0.0019	1336.6202	0.6567	
nsga150k4x	OMET	2789634	146	0.0152	0.5636	0.5033	0.0025	0.0020	1713.0605	0.5265	
nsga150k4x	OMET	2790481	128	0.0354	0.6611	0.5099	0.0025	0.0019	1451.6330	0.6493	
nsga150k4x	OMET	2789246	142	0.0253	0.6331	0.5062	0.0025	0.0020	1150.8825	0.6116	
nsga150k4x	OMET	2802998	137	0.0303	0.6742	0.5082	0.0024	0.0020	1227.9481	0.6822	
nsga150k4x	OMET	2796328	146	0.0202	0.6156	0.5063	0.0024	0.0020	1143.4274	0.6005	
nsga150k4x	OMET	2788484	143	0.0253	0.5884	0.5071	0.0024	0.0018	1258.0601	0.5558	
nsga150k4x	OMET	2794202	139	0.0303	0.6879	0.5158	0.0020	0.0021	587.6955	0.7408	
nsga150k4x	OMET	2792168	127	0.0152	0.6606	0.5106	0.0026	0.0026	729.6717	0.7294	
nsga150k4x	OMET	2788248	127	0.0152	0.7093	0.5131	0.0023	0.0019	766.4005	0.6193	
nsga150k4x	OMET	2795883	145	0.0000	0.6173	0.5068	0.0022	0.0020	1168.4614	0.6437	
nsga150k4x	OMET	2786607	135	0.0202	0.5596	0.5080	0.0023	0.0018	1413.5526	0.5962	
nsga150k4x	OMET	2795698	131	0.0202	0.5926	0.5105	0.0020	0.0026	1218.0136	0.6482	
nsga150k4x	OMET	2803470	136	0.0101	0.5950	0.5112	0.0022	0.0042	836.5260	0.6710	
nsga150k4x	OMET	2785306	147	0.0152	0.6054	0.5005	0.0025	0.0024	2293.4057	0.6030	
nsga150k4x	OMET	2787489	144	0.0202	0.6839	0.5079	0.0026	0.0019	1190.1858	0.6335	
nsga150k4x	OMET	2796823	151	0.0051	0.6868	0.5017	0.0028	0.0023	575.9050	0.7051	
nsga150k4x	OMET	2788586	155	0.0051	0.6164	0.4990	0.0028	0.0022	1782.3402	0.6085	
nsga150k4x	OMET	2794791	135	0.0253	0.6054	0.5091	0.0024	0.0018	1402.6274	0.5843	
nsga150k4x	OMET	2790367	129	0.0152	0.5960	0.5119	0.0024	0.0018	619.0666	0.6250	
nsga150k4x	OMET	2795476	128	0.0354	0.6439	0.5120	0.0024	0.0020	1057.1741	0.5950	
nsga150k4x	OMET	2788860	144	0.0202	0.6297	0.5089	0.0024	0.0019	1401.8036	0.6759	
nsga150k4x	OMET	2793200	125	0.0101	0.6477	0.5069	0.0024	0.0019	1304.8740	0.7068	
nsga150k4x	OMET	2788256	142	0.0152	0.6941	0.5020	0.0025	0.0023	1980.5400	0.7071	
nsga150k4x	OMET	2782147	148	0.0101	0.6403	0.5010	0.0026	0.0023	1765.3480	0.5851	
nsga150k4x	OMET	2922789	137	0.0354	0.5920	0.5145	0.0021	0.0024	184.6404	0.6864	
nsga150k4x	OMET	2841466	140	0.0303	0.5779	0.5067	0.0024	0.0021	1612.5064	0.6210	
nsga150k4x	PARM	4275829	87	0.0174	0.6932	0.4828	0.0057	0.0043	2623.7092	0.6804	
nsga150k4x	PARM	4216440	95	0.0261	0.6795	0.4859	0.0054	0.0042	1956.7214	0.6325	
nsga150k4x	PARM	4199605	84	0.0087	0.6237	0.4858	0.0051	0.0042	1822.1785	0.6186	
nsga150k4x	PARM	4210673	97	0.0174	0.7371	0.4829	0.0055	0.0044	1753.4063	0.7195	
nsga150k4x	PARM	4207806	85	0.0174	0.7263	0.4789	0.0057	0.0046	2679.7751	0.6975	
nsga150k4x	PARM	4213960	94	0.0174	0.6492	0.4869	0.0051	0.0039	1877.1789	0.6880	
nsga150k4x	PARM	4206398	84	0.0435	0.6667	0.4919	0.0053	0.0037	1637.0102	0.6191	
nsga150k4x	PARM	4260419	88	0.0087	0.5796	0.4939	0.0050	0.0038	1438.5333	0.5322	
nsga150k4x	PARM	4305829	81	0.0087	0.6883	0.4876	0.0056	0.0041	1362.4496	0.6673	
nsga150k4x	PARM	4316819	96	0.0087	0.6720	0.4822	0.0057	0.0042	2200.6991	0.6223	
nsga150k4x	PARM	4310454	100	0.0000	0.7541	0.4783	0.0058	0.0047	2103.1364	0.7990	
nsga150k4x	PARM	4312302	74	0.0174	0.6833	0.4965	0.0049	0.0038	1254.9732	0.6722	
nsga150k4x	PARM	4304083	80	0.0348	0.6447	0.4999	0.0044	0.0035	1479.3115	0.6767	
nsga150k4x	PARM	4314104	83	0.0000	0.6225	0.4853	0.0051	0.0040	1993.2337	0.6413	
nsga150k4x	PARM	4309053	92	0.0261	0.7228	0.4944	0.0052	0.0044	20.8000	0.6451	
nsga150k4x	PARM	4300265	87	0.0348	0.5916	0.4912	0.0049	0.0037	1595.2913	0.5242	
nsga150k4x	PARM	4303621	92	0.0435	0.6876	0.4870	0.0057	0.0045	1809.6395	0.7667	
nsga150k4x	PARM	4214662	82	0.0261	0.6767	0.4897	0.0050	0.0040	2140.7750	0.6927	
nsga150k4x	PARM	4095008	88	0.0000	0.5810	0.4854	0.0051	0.0046	1918.4226	0.6117	
nsga150k4x	PARM	4100816	78	0.0174	0.6223	0.4863	0.0055	0.0044	2143.4487	0.6831	
nsga150k4x	PARM	4105218	82	0.0261	0.6410	0.4974	0.0047	0.0035	1772.6197	0.5934	
nsga150k4x	PARM	4099426	80	0.0522	0.6942	0.4956	0.0050	0.0037	2076.4636	0.7032	
nsga150k4x	PARM	4105941	71	0.0174	0.5522	0.4926	0.0050	0.0036	1697.2699	0.5993	
nsga150k4x	PARM	4107421	64	0.0087	0.6197	0.4889	0.0059	0.0041	2142.6422	0.6927	
nsga150k4x	PARM	4111939	80	0.0087	0.6091	0.4852	0.0053	0.0041	2180.6515	0.6117	
nsga150k4x	PARM	3881305	89	0.0087	0.6193	0.4856	0.0053	0.0043	1573.6769	0.6243	
nsga150k4x	PARM	3283006	85	0.0435	0.6484	0.4921	0.0052	0.0038	956.9478	0.6773	
nsga150k4x	PARM	3287218	91	0.0174	0.6438	0.4846	0.0058	0.0041	2178.6281	0.5943	
nsga150k4x	PARM	3283485	72	0.0348	0.7389	0.5018	0.0059	0.0047	1016.8576	0.7607	
nsga150k4x	PARM	3285416	91	0.0174	0.6682	0.4821	0.0056	0.0042	2082.3013	0.7175	
nsga150k4x	PARM	3288284	80	0.0174	0.7166	0.4862	0.0058	0.0040	1674.5804	0.7610	
nsga150k4x	PARM	3285698	80	0.0174	0.7193	0.4935	0.0062	0.0039	1168.4401	0.7562	
nsga150k4x	PARM	3287708	91	0.0174	0.6195	0.4895	0.0052	0.0050	1279.1900	0.6714	
nsga150k4x	PARM	3287252	74	0.0261	0.5843	0.4943	0.0052	0.0034	1681.0362	0.5828	
nsga150k4x	PARM	3284346	89	0.0261	0.7258	0.4980	0.0053	0.0037	881.7549	0.7468	
nsga150k4x	PARM	3280510	92	0.0435	0.7659	0.4883	0.0049	0.0044	2123.4861	0.8144	
nsga150k4x	PARM	3282945	96	0.0000	0.6977	0.4725	0.0063	0.0047	2447.3500	0.7156	
nsga150k4x	PARM	3285537	85	0.0087	0.6063	0.4825	0.0054	0.0048	1709.3392	0.6664	
nsga150k4x	PARM	3280864	89	0.0174	0.6184	0.4897	0.0063	0.0052	1238.1676	0.6528	
nsga150k4x	PARM	3284610	87	0.0348	0.6723	0.4868	0.0055	0.0040	2006.7015	0.6771	
nsga150k4x	PARM	3284308	88	0.0261	0.6680	0.4822	0.0061	0.0042	2006.4062	0.6384	
nsga150k4x	PARM	3286446	91	0.0174	0.6234	0.4885	0.0054	0.0040	1336.9281	0.6617	
nsga150k4x	PARM	3286411	69	0.0348	0.5909	0.4926	0.0056	0.0035	1243.0796	0.6499	
nsga150k4x	PARM	3294151	88	0.0000	0.7370	0.4841	0.0062	0.0041	1856.8549	0.7458	
nsga150k4x	PARM	3290740	72	0.0261	0.6180	0.4934	0.0052	0.0044	1124.3672	0.7112	
nsga150k4x	PARM	3285589	89	0.0000	0.7086	0.4871	0.0052	0.0037	1710.5508	0.7091	
nsga150k4x	PARM	3281556	80	0.0348	0.6996	0.4956	0.0050	0.0038	1201.1940	0.7449	
nsga150k4x	PARM	3286221	73	0.0174	0.6284	0.4881	0.0052	0.0040	1858.1273	0.6559	
nsga150k4x	PARM	3278744	90	0.0087	0.7080	0.4887	0.0055	0.0046	1719.6495	0.7511	
nsga150k4x	PARM	3417786	84	0.0174	0.6612	0.4822	0.0069	0.0040	2391.9493	0.6602	
nsga150k4x	PSOA	3149760	113	0.0233	0.5885	0.4530	0.0041	0.0029	2156.8855	0.5969	
nsga150k4x	PSOA	3075662	116	0.0233	0.5458	0.4487	0.0041	0.0029	1869.1431	0.5473	
nsga150k4x	PSOA	3058340	110	0.0326	0.6994	0.4563	0.0049	0.0028	2013.3385	0.6923	
nsga150k4x	PSOA	3068954	104	0.0419	0.6020	0.4593	0.0043	0.0024	1495.3240	0.6371	
nsga150k4x	PSOA	3082473	117	0.0465	0.6719	0.4604	0.0046	0.0025	1289.1289	0.6207	
nsga150k4x	PSOA	3056658	117	0.0186	0.6556	0.4501	0.0046	0.0026	2378.0885	0.6513	
nsga150k4x	PSOA	3094349	115	0.0279	0.6706	0.4552	0.0060	0.0026	1390.6248	0.6623	
nsga150k4x	PSOA	3064439	136	0.0047	0.6469	0.4379	0.0047	0.0034	2872.3550	0.6346	
nsga150k4x	PSOA	3056540	122	0.0233	0.6527	0.4526	0.0042	0.0025	1253.9720	0.6195	
nsga150k4x	PSOA	3069724	125	0.0186	0.6781	0.4521	0.0052	0.0027	1778.3617	0.6463	
nsga150k4x	PSOA	3061757	112	0.0512	0.8109	0.4547	0.0106	0.0022	2308.6381	0.8387	
nsga150k4x	PSOA	3073076	133	0.0326	0.6905	0.4440	0.0056	0.0028	2175.4436	0.6630	
nsga150k4x	PSOA	3069154	127	0.0093	0.6874	0.4529	0.0046	0.0029	1445.1124	0.6564	
nsga150k4x	PSOA	3072619	115	0.0093	0.6201	0.4558	0.0040	0.0025	1167.8931	0.6201	
nsga150k4x	PSOA	3074435	105	0.0186	0.6229	0.4572	0.0049	0.0033	29.3000	0.6280	
nsga150k4x	PSOA	3077477	106	0.0419	0.6478	0.4628	0.0044	0.0025	609.6127	0.6551	
nsga150k4x	PSOA	3075387	119	0.0279	0.5791	0.4494	0.0047	0.0028	2078.6842	0.5749	
nsga150k4x	PSOA	3078811	121	0.0093	0.6530	0.4575	0.0034	0.0024	1323.3798	0.6414	
nsga150k4x	PSOA	3073285	108	0.0093	0.6285	0.4538	0.0047	0.0032	1090.7828	0.6337	
nsga150k4x	PSOA	3075047	109	0.0326	0.6636	0.4596	0.0040	0.0023	1736.4427	0.6581	
nsga150k4x	PSOA	3076752	128	0.0093	0.7042	0.4406	0.0047	0.0032	2537.7865	0.6892	
nsga150k4x	PSOA	3073202	112	0.0140	0.6571	0.4592	0.0041	0.0023	1189.9205	0.6805	
nsga150k4x	PSOA	3080444	107	0.0140	0.6389	0.4491	0.0045	0.0033	2300.2998	0.6663	
nsga150k4x	PSOA	3085068	101	0.0279	0.6523	0.4657	0.0044	0.0024	251.6777	0.6499	
nsga150k4x	PSOA	3377221	122	0.0279	0.6507	0.4524	0.0040	0.0027	2310.1289	0.5657	
nsga150k4x	PSOA	3433817	113	0.0140	0.6560	0.4506	0.0047	0.0030	2232.6000	0.6516	
nsga150k4x	PSOA	3064994	122	0.0140	0.7486	0.4448	0.0063	0.0030	1891.3614	0.7115	
nsga150k4x	PSOA	3069920	116	0.0233	0.6203	0.4537	0.0043	0.0027	1177.7758	0.6117	
nsga150k4x	PSOA	3068661	128	0.0186	0.5847	0.4470	0.0042	0.0027	2594.6715	0.5448	
nsga150k4x	PSOA	3077426	131	0.0093	0.6472	0.4374	0.0049	0.0035	2767.7161	0.6388	
nsga150k4x	PSOA	3078593	122	0.0047	0.6504	0.4557	0.0042	0.0027	633.0857	0.5926	
nsga150k4x	PSOA	3083887	118	0.0093	0.6875	0.4494	0.0047	0.0030	1164.2162	0.5986	
nsga150k4x	PSOA	3064117	102	0.0140	0.5959	0.4535	0.0046	0.0028	2149.9871	0.6585	
nsga150k4x	PSOA	3073162	124	0.0093	0.6574	0.4545	0.0059	0.0026	1057.9603	0.6193	
nsga150k4x	PSOA	3076137	117	0.0000	0.7106	0.4409	0.0053	0.0033	2244.5289	0.6931	
nsga150k4x	PSOA	3079552	124	0.0047	0.6660	0.4446	0.0048	0.0031	2098.6483	0.6486	
nsga150k4x	PSOA	3061885	111	0.0186	0.7471	0.4532	0.0052	0.0025	1967.9932	0.6789	
nsga150k4x	PSOA	3067376	113	0.0140	0.6312	0.4476	0.0048	0.0037	2093.9130	0.6844	
nsga150k4x	PSOA	3074883	126	0.0233	0.7884	0.4511	0.0080	0.0028	2124.5860	0.7828	
nsga150k4x	PSOA	3077684	130	0.0326	0.9725	0.4639	0.0172	0.0027	85.3777	1.1330	
nsga150k4x	PSOA	3058384	127	0.0186	0.6730	0.4558	0.0047	0.0026	419.2529	0.7253	
nsga150k4x	PSOA	3063443	114	0.0279	0.6096	0.4564	0.0042	0.0024	1671.3389	0.5548	
nsga150k4x	PSOA	3073676	119	0.0140	0.6813	0.4513	0.0047	0.0030	1787.1684	0.7049	
nsga150k4x	PSOA	3065280	136	0.0047	0.7275	0.4349	0.0057	0.0035	2711.8913	0.7286	
nsga150k4x	PSOA	3078701	118	0.0140	0.6754	0.4616	0.0039	0.0034	1224.1840	0.7064	
nsga150k4x	PSOA	3051971	137	0.0326	0.7426	0.4404	0.0073	0.0031	2552.1102	0.5183	
nsga150k4x	PSOA	3066716	111	0.0326	0.6883	0.4564	0.0047	0.0025	2175.0240	0.6973	
nsga150k4x	PSOA	3071376	106	0.0093	0.5921	0.4515	0.0048	0.0026	2002.8807	0.5888	
nsga150k4x	PSOA	3068646	123	0.0093	0.6902	0.4451	0.0051	0.0032	1705.7030	0.6609	
nsga150k4x	PSOA	3057839	141	0.0326	0.6358	0.4562	0.0042	0.0027	559.8850	0.5909	
nsga150k4x	WAMS	1578975	201	0.0105	0.5927	0.4880	0.0018	0.0015	475.7984	0.5583	
nsga150k4x	WAMS	1532491	180	0.0175	0.5677	0.4925	0.0015	0.0020	720.0776	0.5943	
nsga150k4x	WAMS	1528432	169	0.0175	0.5871	0.4888	0.0021	0.0015	442.2363	0.5878	
nsga150k4x	WAMS	1526255	178	0.0070	0.5681	0.4860	0.0018	0.0014	679.7306	0.5810	
nsga150k4x	WAMS	1529496	182	0.0105	0.5966	0.4904	0.0016	0.0014	606.2854	0.6155	
nsga150k4x	WAMS	1528770	176	0.0210	0.6049	0.4923	0.0015	0.0012	481.7010	0.5645	
nsga150k4x	WAMS	1529916	195	0.0105	0.5905	0.4896	0.0016	0.0013	493.8117	0.5391	
nsga150k4x	WAMS	1530242	191	0.0315	0.6237	0.4930	0.0015	0.0012	354.8630	0.6211	
nsga150k4x	WAMS	1530210	180	0.0245	0.5998	0.4904	0.0015	0.0013	779.2124	0.5886	
