config	inst	time	count	best	spr	hv	gd	invgd	eps	gspr	
nsga150k4x	WAMS	1523332	202	0.0280	0.5330	0.4883	0.0016	0.0012	535.8506	0.4873	
nsga150k4x	WAMS	1527087	194	0.0280	0.6313	0.4935	0.0014	0.0013	507.1414	0.6300	
nsga150k4x	WAMS	1532554	174	0.0315	0.6280	0.4909	0.0018	0.0015	423.9760	0.5566	
nsga150k4x	WAMS	1526883	202	0.0140	0.5832	0.4883	0.0017	0.0013	481.5045	0.5739	
nsga150k4x	WAMS	1533460	198	0.0105	0.6124	0.4843	0.0019	0.0022	543.2266	0.6402	
nsga150k4x	WAMS	1532210	183	0.0350	0.6188	0.4928	0.0016	0.0014	467.9039	0.6165	
nsga150k4x	WAMS	1525637	176	0.0245	0.5792	0.4951	0.0017	0.0011	6.3000	0.6215	
nsga150k4x	WAMS	1521841	184	0.0105	0.6204	0.4886	0.0018	0.0012	566.6651	0.5242	
nsga150k4x	WAMS	1525210	199	0.0000	0.6815	0.4874	0.0018	0.0016	389.0081	0.6016	
nsga150k4x	WAMS	1526102	179	0.0175	0.6085	0.4894	0.0018	0.0014	677.0031	0.5462	
nsga150k4x	WAMS	1532794	176	0.0140	0.6047	0.4925	0.0014	0.0022	411.2571	0.6502	
nsga150k4x	WAMS	1503736	205	0.0105	0.5819	0.4874	0.0018	0.0013	646.9623	0.5195	
nsga150k4x	WAMS	1478750	197	0.0105	0.6054	0.4901	0.0018	0.0015	244.2334	0.5965	
nsga150k4x	WAMS	1478021	167	0.0490	0.5953	0.4943	0.0013	0.0018	826.5088	0.6115	
nsga150k4x	WAMS	1477920	179	0.0490	0.5634	0.4941	0.0014	0.0015	289.6425	0.5280	
nsga150k4x	WAMS	1479094	180	0.0140	0.6138	0.4902	0.0016	0.0012	638.8255	0.5934	
nsga150k4x	WAMS	1482093	170	0.0210	0.6268	0.4941	0.0015	0.0015	404.6690	0.6363	
nsga150k4x	WAMS	1477344	195	0.0105	0.6865	0.4862	0.0019	0.0014	648.3829	0.5912	
nsga150k4x	WAMS	1484152	185	0.0245	0.5876	0.4939	0.0015	0.0014	67.1832	0.6138	
nsga150k4x	WAMS	1483108	186	0.0140	0.6176	0.4907	0.0017	0.0019	425.2469	0.6276	
nsga150k4x	WAMS	1479176	190	0.0315	0.6005	0.4917	0.0014	0.0023	639.7725	0.6468	
nsga150k4x	WAMS	1484430	189	0.0070	0.5883	0.4838	0.0021	0.0018	680.8681	0.5985	
nsga150k4x	WAMS	1483918	180	0.0315	0.6349	0.4921	0.0017	0.0024	649.2770	0.6463	
nsga150k4x	WAMS	1487718	182	0.0000	0.6034	0.4869	0.0017	0.0014	472.9790	0.6238	
nsga150k4x	WAMS	1478348	174	0.0140	0.5642	0.4913	0.0014	0.0012	507.3794	0.5803	
nsga150k4x	WAMS	1484365	194	0.0105	0.6542	0.4890	0.0018	0.0014	437.8677	0.6310	
nsga150k4x	WAMS	1482068	201	0.0385	0.6092	0.4944	0.0013	0.0020	108.7386	0.6052	
nsga150k4x	WAMS	1479932	194	0.0175	0.6084	0.4904	0.0017	0.0013	194.2748	0.5662	
nsga150k4x	WAMS	1481061	190	0.0210	0.6127	0.4912	0.0019	0.0014	412.8670	0.5720	
nsga150k4x	WAMS	1486907	183	0.0140	0.5651	0.4922	0.0015	0.0018	323.6499	0.5803	
nsga150k4x	WAMS	1479758	176	0.0280	0.5889	0.4894	0.0018	0.0013	703.1990	0.5590	
nsga150k4x	WAMS	1481935	180	0.0035	0.6175	0.4871	0.0018	0.0014	703.9353	0.5655	
nsga150k4x	WAMS	1482393	178	0.0175	0.6246	0.4888	0.0017	0.0014	289.4178	0.5811	
nsga150k4x	WAMS	1478542	177	0.0210	0.6441	0.4928	0.0017	0.0012	424.5337	0.6280	
nsga150k4x	WAMS	1479700	174	0.0594	0.6294	0.4962	0.0014	0.0014	363.7946	0.6403	
nsga150k4x	WAMS	1479805	183	0.0070	0.5725	0.4879	0.0017	0.0023	314.2401	0.6123	
nsga150k4x	WAMS	1482915	198	0.0105	0.5949	0.4874	0.0018	0.0015	359.8257	0.5615	
nsga150k4x	WAMS	1476731	172	0.0315	0.5786	0.4909	0.0015	0.0015	571.3210	0.5744	
nsga150k4x	WAMS	1482626	172	0.0315	0.6149	0.4925	0.0015	0.0028	292.7617	0.6508	
nsga150k4x	WAMS	1479062	186	0.0210	0.6435	0.4925	0.0018	0.0012	320.9135	0.5451	
nsga150k4x	WAMS	1483960	176	0.0175	0.6475	0.4890	0.0017	0.0017	521.9492	0.6593	
nsga150k4x	WMET	666185	145	0.0463	0.6011	0.4986	0.0017	0.0016	175.9890	0.6306	
nsga150k4x	WMET	667199	156	0.0232	0.5740	0.4942	0.0017	0.0018	316.6809	0.5876	
nsga150k4x	WMET	666191	146	0.0193	0.5817	0.4951	0.0018	0.0012	218.6915	0.5685	
nsga150k4x	WMET	667151	167	0.0039	0.5912	0.4895	0.0020	0.0015	352.9678	0.5899	
nsga150k4x	WMET	665726	160	0.0734	0.5972	0.4960	0.0018	0.0014	302.0140	0.5788	
nsga150k4x	WMET	666050	159	0.0463	0.5835	0.4946	0.0016	0.0015	443.5803	0.5552	
nsga150k4x	WMET	667147	165	0.0039	0.6054	0.4917	0.0021	0.0014	213.2830	0.5338	
nsga150k4x	WMET	667779	154	0.0154	0.5334	0.4949	0.0019	0.0013	136.2748	0.5725	
nsga150k4x	WMET	667672	169	0.0232	0.5871	0.4950	0.0016	0.0013	396.4875	0.5988	
nsga150k4x	WMET	666980	150	0.0077	0.5603	0.4912	0.0020	0.0017	251.6914	0.5857	
nsga150k4x	WMET	665046	157	0.0193	0.5978	0.4945	0.0019	0.0013	258.8473	0.5805	
nsga150k4x	WMET	665912	162	0.0270	0.6100	0.4948	0.0017	0.0013	261.3955	0.5712	
nsga150k4x	WMET	665442	135	0.0193	0.5409	0.4922	0.0021	0.0014	336.5268	0.5332	
nsga150k4x	WMET	667054	156	0.0154	0.5863	0.4935	0.0021	0.0014	157.1225	0.5813	
nsga150k4x	WMET	667855	155	0.0039	0.5891	0.4862	0.0024	0.0019	396.4874	0.5812	
nsga150k4x	WMET	669242	152	0.0154	0.5961	0.4944	0.0019	0.0018	290.4537	0.6169	
nsga150k4x	WMET	669474	162	0.0077	0.6590	0.4908	0.0020	0.0015	319.9274	0.6397	
nsga150k4x	WMET	668804	170	0.0270	0.6108	0.4985	0.0016	0.0014	80.1738	0.6409	
nsga150k4x	WMET	666813	157	0.0232	0.5371	0.4946	0.0022	0.0013	121.9755	0.5708	
nsga150k4x	WMET	668378	141	0.0154	0.6129	0.4933	0.0020	0.0014	100.0448	0.6433	
nsga150k4x	WMET	666884	157	0.0154	0.6140	0.4940	0.0023	0.0013	340.3055	0.5914	
nsga150k4x	WMET	669678	150	0.0154	0.5917	0.4939	0.0019	0.0019	186.5348	0.6003	
nsga150k4x	WMET	667243	176	0.0154	0.6057	0.4894	0.0022	0.0016	453.1122	0.5368	
nsga150k4x	WMET	669121	165	0.0077	0.5746	0.4922	0.0018	0.0015	321.8682	0.5817	
nsga150k4x	WMET	668381	139	0.0154	0.5746	0.4937	0.0020	0.0023	120.9782	0.6331	
nsga150k4x	WMET	666004	162	0.0193	0.5943	0.4940	0.0018	0.0012	234.2446	0.5009	
nsga150k4x	WMET	669970	158	0.0077	0.5541	0.4873	0.0023	0.0016	283.6763	0.5458	
nsga150k4x	WMET	669176	175	0.0077	0.5754	0.4929	0.0018	0.0013	297.1550	0.5761	
nsga150k4x	WMET	669718	153	0.0309	0.5610	0.4957	0.0020	0.0014	56.9570	0.6028	
nsga150k4x	WMET	668608	158	0.0154	0.6059	0.4936	0.0018	0.0020	367.3972	0.6106	
nsga150k4x	WMET	667786	148	0.0618	0.5885	0.4969	0.0019	0.0012	377.6238	0.5622	
nsga150k4x	WMET	668365	159	0.0193	0.6245	0.4910	0.0020	0.0014	238.3344	0.6446	
nsga150k4x	WMET	668080	160	0.0502	0.5848	0.4997	0.0016	0.0011	15.0408	0.5186	
nsga150k4x	WMET	666591	150	0.0116	0.6276	0.4906	0.0025	0.0016	238.3733	0.6064	
nsga150k4x	WMET	667780	174	0.0077	0.6619	0.4930	0.0020	0.0013	261.1744	0.6267	
nsga150k4x	WMET	668750	153	0.0154	0.5932	0.4906	0.0022	0.0015	321.3752	0.5855	
nsga150k4x	WMET	669064	156	0.0116	0.6057	0.4952	0.0019	0.0014	93.5944	0.6058	
nsga150k4x	WMET	667042	161	0.0193	0.5461	0.4958	0.0017	0.0012	181.8536	0.5120	
nsga150k4x	WMET	670161	146	0.0039	0.6036	0.4915	0.0022	0.0019	312.6115	0.6103	
nsga150k4x	WMET	669370	148	0.0154	0.5760	0.4936	0.0019	0.0016	282.1045	0.5657	
nsga150k4x	WMET	669056	155	0.0386	0.5691	0.4974	0.0015	0.0016	272.9096	0.6090	
nsga150k4x	WMET	669283	145	0.0116	0.5741	0.4902	0.0022	0.0015	372.9765	0.5823	
nsga150k4x	WMET	666868	148	0.0193	0.5640	0.4929	0.0021	0.0020	423.4327	0.5886	
nsga150k4x	WMET	667911	144	0.0232	0.5436	0.4973	0.0017	0.0013	3.2000	0.5759	
nsga150k4x	WMET	666378	160	0.0116	0.5305	0.4880	0.0022	0.0020	348.1574	0.5717	
nsga150k4x	WMET	667215	160	0.0039	0.5892	0.4931	0.0020	0.0014	265.8579	0.6404	
nsga150k4x	WMET	669489	150	0.0039	0.6489	0.4895	0.0024	0.0022	215.8903	0.6778	
nsga150k4x	WMET	670003	162	0.0193	0.5363	0.4941	0.0020	0.0015	319.1335	0.5820	
nsga150k4x	WMET	668146	160	0.0232	0.5843	0.4945	0.0020	0.0014	140.5451	0.5585	
nsga150k4x	WMET	668759	149	0.0425	0.5604	0.4988	0.0018	0.0012	237.2910	0.5341	
nsga150k8x	ACAD	1296997	80	0.0319	0.7062	0.4505	0.0084	0.0014	350.2114	0.7268	
nsga150k8x	ACAD	1270060	80	0.0123	0.4309	0.4474	0.0032	0.0010	383.7170	0.3594	
nsga150k8x	ACAD	1271736	80	0.0197	0.4059	0.4484	0.0034	0.0010	486.8128	0.4121	
nsga150k8x	ACAD	1268710	80	0.0221	0.4270	0.4462	0.0036	0.0012	412.6349	0.4242	
nsga150k8x	ACAD	1271970	80	0.0270	0.4930	0.4462	0.0057	0.0012	518.4254	0.4054	
nsga150k8x	ACAD	1273710	80	0.0295	0.4830	0.4513	0.0035	0.0012	141.6564	0.3827	
nsga150k8x	ACAD	1271415	80	0.0197	0.5740	0.4504	0.0045	0.0009	361.5083	0.5903	
nsga150k8x	ACAD	1270912	80	0.0197	0.4623	0.4484	0.0029	0.0013	491.3028	0.4586	
nsga150k8x	ACAD	1272627	80	0.0197	0.4453	0.4516	0.0023	0.0008	157.5180	0.4404	
nsga150k8x	ACAD	1270615	80	0.0123	0.4636	0.4458	0.0041	0.0011	409.8178	0.4045	
nsga150k8x	ACAD	1275792	80	0.0246	0.4545	0.4493	0.0031	0.0011	409.9930	0.4420	
nsga150k8x	ACAD	1270386	80	0.0147	0.4472	0.4495	0.0023	0.0011	437.5660	0.3733	
nsga150k8x	ACAD	1272039	80	0.0074	0.5444	0.4467	0.0047	0.0010	471.1871	0.4754	
nsga150k8x	ACAD	1269456	80	0.0344	0.4561	0.4508	0.0028	0.0011	336.6052	0.4912	
nsga150k8x	ACAD	1268171	80	0.0344	0.4843	0.4519	0.0032	0.0009	344.6800	0.3657	
nsga150k8x	ACAD	1270577	80	0.0221	0.4660	0.4503	0.0030	0.0009	241.2543	0.3962	
nsga150k8x	ACAD	1267406	80	0.0172	0.4010	0.4453	0.0033	0.0010	473.7141	0.3258	
nsga150k8x	ACAD	1275061	80	0.0172	0.3988	0.4497	0.0025	0.0010	171.9698	0.3845	
nsga150k8x	ACAD	1274344	79	0.0246	0.5574	0.4498	0.0053	0.0010	181.3085	0.4712	
nsga150k8x	ACAD	1270954	80	0.0172	0.5717	0.4446	0.0045	0.0013	539.6105	0.5800	
nsga150k8x	ACAD	1273373	80	0.0172	0.4799	0.4473	0.0069	0.0011	429.7107	0.3452	
nsga150k8x	ACAD	1264434	80	0.0172	0.6176	0.4499	0.0075	0.0009	390.2960	0.4915	
nsga150k8x	ACAD	1271851	80	0.0147	0.5481	0.4468	0.0045	0.0010	415.5990	0.4564	
nsga150k8x	ACAD	1272296	80	0.0123	0.4449	0.4483	0.0032	0.0010	276.6520	0.3691	
nsga150k8x	ACAD	1276897	80	0.0147	0.5352	0.4484	0.0051	0.0009	406.1080	0.4460	
nsga150k8x	ACAD	1272139	80	0.0123	0.4507	0.4423	0.0051	0.0015	604.7693	0.4540	
nsga150k8x	ACAD	1271616	80	0.0172	0.4127	0.4492	0.0030	0.0010	90.1115	0.3474	
nsga150k8x	ACAD	1270301	80	0.0344	0.4782	0.4543	0.0021	0.0014	248.1621	0.4750	
nsga150k8x	ACAD	1268152	80	0.0172	0.3983	0.4478	0.0029	0.0010	465.8901	0.3617	
nsga150k8x	ACAD	1272762	80	0.0172	0.5285	0.4489	0.0034	0.0011	364.3965	0.4902	
nsga150k8x	ACAD	1279113	80	0.0123	0.5309	0.4494	0.0054	0.0012	344.6724	0.5085	
nsga150k8x	ACAD	1271528	80	0.0123	0.4456	0.4485	0.0032	0.0010	234.8000	0.4107	
nsga150k8x	ACAD	1271052	80	0.0442	0.4465	0.4527	0.0028	0.0010	379.2154	0.4122	
nsga150k8x	ACAD	1276050	80	0.0172	0.6257	0.4476	0.0081	0.0010	339.5621	0.5786	
nsga150k8x	ACAD	1276514	80	0.0270	0.5364	0.4526	0.0044	0.0008	194.5479	0.3967	
nsga150k8x	ACAD	1267665	80	0.0123	0.4877	0.4475	0.0037	0.0010	317.5099	0.3856	
nsga150k8x	ACAD	1265198	80	0.0418	0.4723	0.4502	0.0032	0.0009	400.1260	0.3621	
nsga150k8x	ACAD	1269316	80	0.0172	0.4521	0.4490	0.0028	0.0010	314.4102	0.3943	
nsga150k8x	ACAD	1268443	80	0.0147	0.4957	0.4509	0.0038	0.0010	219.7483	0.4472	
nsga150k8x	ACAD	1275952	80	0.0344	0.3795	0.4532	0.0026	0.0013	121.3881	0.4116	
nsga150k8x	ACAD	1268883	80	0.0098	0.4352	0.4455	0.0035	0.0011	507.6634	0.3625	
nsga150k8x	ACAD	1275759	80	0.0270	0.5782	0.4506	0.0071	0.0010	249.9121	0.5077	
nsga150k8x	ACAD	1275388	80	0.0025	0.7040	0.4454	0.0100	0.0011	443.2019	0.6062	
nsga150k8x	ACAD	1274308	80	0.0074	0.4230	0.4460	0.0041	0.0012	330.8122	0.4163	
nsga150k8x	ACAD	1267520	80	0.0123	0.4437	0.4451	0.0039	0.0011	406.5415	0.2949	
nsga150k8x	ACAD	1272257	80	0.0270	0.4450	0.4488	0.0035	0.0013	372.0055	0.4424	
nsga150k8x	ACAD	1274559	80	0.0197	0.4448	0.4519	0.0026	0.0009	2.5000	0.4385	
nsga150k8x	ACAD	1274441	80	0.0393	0.5121	0.4526	0.0029	0.0009	313.4944	0.5325	
nsga150k8x	ACAD	1275458	80	0.0123	0.4506	0.4462	0.0033	0.0011	464.9484	0.4452	
nsga150k8x	ACAD	1271779	80	0.0074	0.4498	0.4422	0.0040	0.0014	510.6070	0.3855	
nsga150k8x	OMET	7756097	159	0.0261	0.6525	0.5060	0.0019	0.0014	1276.5262	0.6195	
nsga150k8x	OMET	7733190	156	0.0037	0.6129	0.5008	0.0020	0.0024	1039.6560	0.6628	
nsga150k8x	OMET	7723291	155	0.0187	0.6332	0.5064	0.0018	0.0012	607.7275	0.6686	
nsga150k8x	OMET	7712947	156	0.0149	0.6126	0.4989	0.0024	0.0017	1347.8524	0.6211	
nsga150k8x	OMET	7710974	168	0.0112	0.6372	0.5027	0.0022	0.0014	705.8805	0.5680	
nsga150k8x	OMET	7756465	141	0.0112	0.6165	0.5047	0.0020	0.0019	893.3583	0.6533	
nsga150k8x	OMET	7732862	165	0.0037	0.6077	0.4991	0.0024	0.0015	1439.5464	0.5927	
nsga150k8x	OMET	7747616	166	0.0299	0.6335	0.5061	0.0018	0.0016	13.9000	0.6901	
nsga150k8x	OMET	6480444	151	0.0112	0.6968	0.5042	0.0022	0.0016	1001.0847	0.6350	
nsga150k8x	OMET	4843701	167	0.0448	0.6826	0.5090	0.0019	0.0014	319.0110	0.6508	
nsga150k8x	OMET	4834948	168	0.0187	0.6003	0.5007	0.0021	0.0015	1134.0815	0.5390	
nsga150k8x	OMET	4849654	168	0.0448	0.6061	0.5066	0.0019	0.0014	625.3123	0.6275	
nsga150k8x	OMET	4813361	165	0.0187	0.6024	0.5017	0.0020	0.0014	1623.3007	0.6040	
nsga150k8x	OMET	4841822	160	0.0224	0.6373	0.5042	0.0018	0.0014	1123.7586	0.6785	
nsga150k8x	OMET	4826577	159	0.0149	0.6283	0.5052	0.0021	0.0016	506.2051	0.6180	
nsga150k8x	OMET	4844504	164	0.0075	0.6348	0.4985	0.0023	0.0016	1571.4100	0.5947	
nsga150k8x	OMET	4806602	167	0.0224	0.7567	0.4990	0.0026	0.0016	1699.9963	0.7221	
nsga150k8x	OMET	4841331	166	0.0075	0.6198	0.5005	0.0021	0.0015	1299.2806	0.5804	
nsga150k8x	OMET	4838344	166	0.0149	0.5662	0.5070	0.0017	0.0016	35.1265	0.5815	
nsga150k8x	OMET	4867672	168	0.0075	0.5923	0.5054	0.0019	0.0014	970.9595	0.5929	
nsga150k8x	OMET	3848362	162	0.0112	0.6187	0.5049	0.0022	0.0014	680.1000	0.5822	
nsga150k8x	OMET	3564790	154	0.0299	0.6382	0.5055	0.0022	0.0013	640.9772	0.6436	
nsga150k8x	OMET	3575164	168	0.0149	0.5980	0.5029	0.0019	0.0014	1338.9610	0.5681	
nsga150k8x	OMET	3578315	167	0.0187	0.5920	0.5037	0.0020	0.0017	924.9168	0.6076	
nsga150k8x	OMET	3559655	161	0.0149	0.6446	0.5046	0.0021	0.0014	1284.5470	0.6176	
nsga150k8x	OMET	3576462	165	0.0224	0.6978	0.5000	0.0023	0.0018	749.4379	0.7151	
nsga150k8x	OMET	3577373	149	0.0224	0.5533	0.5065	0.0018	0.0013	531.8424	0.5382	
nsga150k8x	OMET	3557902	159	0.0261	0.6536	0.5044	0.0023	0.0014	715.0920	0.5949	
nsga150k8x	OMET	3565915	165	0.0261	0.6744	0.5054	0.0020	0.0016	490.1169	0.6411	
nsga150k8x	OMET	3573086	160	0.0299	0.6605	0.5060	0.0019	0.0023	1018.7642	0.6660	
nsga150k8x	OMET	3558862	157	0.0336	0.5574	0.5015	0.0020	0.0014	1549.3486	0.5421	
nsga150k8x	OMET	3573651	159	0.0224	0.6368	0.5034	0.0019	0.0023	1100.8650	0.7013	
nsga150k8x	OMET	3576429	168	0.0336	0.6167	0.5049	0.0020	0.0013	225.5602	0.6615	
nsga150k8x	OMET	3577301	166	0.0149	0.6382	0.4998	0.0023	0.0018	565.7711	0.6625	
nsga150k8x	OMET	3576251	168	0.0149	0.6942	0.5064	0.0021	0.0013	551.9602	0.6788	
nsga150k8x	OMET	3562991	145	0.0299	0.6284	0.5050	0.0022	0.0013	1109.2968	0.6403	
nsga150k8x	OMET	3573260	159	0.0187	0.6308	0.5049	0.0021	0.0014	642.4351	0.5755	
nsga150k8x	OMET	3572494	155	0.0187	0.6233	0.5038	0.0021	0.0019	588.6770	0.6655	
nsga150k8x	OMET	3563288	160	0.0224	0.6161	0.5040	0.0019	0.0014	1018.8100	0.6341	
nsga150k8x	OMET	3576587	150	0.0522	0.6448	0.5090	0.0018	0.0014	923.8182	0.6264	
nsga150k8x	OMET	3570899	166	0.0224	0.6702	0.5035	0.0018	0.0015	1068.8825	0.6271	
nsga150k8x	OMET	3568110	157	0.0336	0.6086	0.5067	0.0019	0.0014	508.9682	0.6533	
nsga150k8x	OMET	3579231	165	0.0112	0.6010	0.5065	0.0017	0.0014	757.3820	0.5835	
nsga150k8x	OMET	3576027	164	0.0149	0.6166	0.5010	0.0017	0.0024	1692.3497	0.6684	
nsga150k8x	OMET	3579898	163	0.0224	0.6601	0.5035	0.0022	0.0015	1095.7142	0.6015	
nsga150k8x	OMET	3570369	152	0.0112	0.6253	0.5014	0.0021	0.0015	1426.7443	0.6264	
nsga150k8x	OMET	3563943	165	0.0149	0.6283	0.5059	0.0018	0.0020	869.2454	0.6417	
nsga150k8x	OMET	3574663	167	0.0112	0.6123	0.5030	0.0020	0.0015	828.9459	0.5916	
nsga150k8x	OMET	3578464	168	0.0112	0.6627	0.5032	0.0018	0.0014	1191.5607	0.6708	
nsga150k8x	OMET	3565016	164	0.0149	0.6438	0.5042	0.0021	0.0017	911.4225	0.6591	
nsga150k8x	PARM	8843015	96	0.0110	0.6556	0.4929	0.0043	0.0026	1207.3002	0.6845	
nsga150k8x	PARM	8780014	99	0.0275	0.6369	0.4935	0.0043	0.0026	1035.7404	0.6610	
nsga150k8x	PARM	8785731	110	0.0220	0.7014	0.4935	0.0053	0.0026	1125.2962	0.6115	
nsga150k8x	PARM	8789992	98	0.0110	0.6235	0.4869	0.0039	0.0030	1242.2762	0.6834	
nsga150k8x	PARM	8785180	103	0.0275	0.7029	0.4962	0.0033	0.0024	1182.3589	0.6700	
nsga150k8x	PARM	8785247	112	0.0165	0.6674	0.4958	0.0036	0.0043	489.3574	0.7018	
nsga150k8x	PARM	8764444	112	0.0110	0.6139	0.4860	0.0040	0.0028	1322.8476	0.6396	
nsga150k8x	PARM	7168417	108	0.0330	0.6294	0.4941	0.0042	0.0025	1448.9338	0.6619	
nsga150k8x	PARM	5679522	101	0.0165	0.7086	0.4895	0.0047	0.0030	1030.1789	0.7997	
nsga150k8x	PARM	5671960	104	0.0165	0.6015	0.4886	0.0045	0.0029	1318.6263	0.5679	
nsga150k8x	PARM	5663636	101	0.0220	0.6383	0.5013	0.0034	0.0025	424.4976	0.5894	
nsga150k8x	PARM	5667249	110	0.0275	0.7436	0.4986	0.0038	0.0025	801.0422	0.6740	
nsga150k8x	PARM	5686220	94	0.0165	0.6414	0.4965	0.0039	0.0028	1132.9212	0.6471	
nsga150k8x	PARM	5683085	101	0.0165	0.7118	0.4938	0.0044	0.0026	1044.5300	0.6992	
nsga150k8x	PARM	5661655	116	0.0000	0.6245	0.4833	0.0039	0.0031	1243.8786	0.6444	
nsga150k8x	PARM	5669200	85	0.0385	0.6327	0.4946	0.0040	0.0032	1109.8393	0.7394	
nsga150k8x	PARM	5686969	109	0.0330	0.7316	0.4976	0.0038	0.0026	569.4032	0.6681	
nsga150k8x	PARM	4911751	101	0.0330	0.6471	0.4885	0.0041	0.0026	1643.5179	0.7010	
nsga150k8x	PARM	4156252	105	0.0440	0.6527	0.5071	0.0034	0.0024	10.9000	0.6643	
nsga150k8x	PARM	4169692	104	0.0165	0.6027	0.4982	0.0033	0.0031	1238.9061	0.6370	
nsga150k8x	PARM	4142634	108	0.0220	0.6203	0.4933	0.0036	0.0025	1254.3841	0.6560	
nsga150k8x	PARM	4140874	104	0.0275	0.6879	0.4927	0.0040	0.0027	919.7149	0.7679	
nsga150k8x	PARM	4160144	94	0.0055	0.6376	0.4893	0.0050	0.0031	1603.2028	0.6488	
nsga150k8x	PARM	4151358	95	0.0220	0.5632	0.4926	0.0040	0.0025	1258.3601	0.5510	
nsga150k8x	PARM	4160890	109	0.0385	0.6505	0.4968	0.0034	0.0043	563.3913	0.6897	
nsga150k8x	PARM	4158650	89	0.0330	0.6782	0.5074	0.0041	0.0035	161.8855	0.7892	
nsga150k8x	PARM	4160120	109	0.0275	0.7188	0.4910	0.0046	0.0026	1285.7722	0.7174	
nsga150k8x	PARM	4156077	102	0.0220	0.6797	0.4984	0.0035	0.0025	795.1542	0.7040	
nsga150k8x	PARM	4157583	116	0.0165	0.7593	0.4838	0.0064	0.0032	1590.5197	0.6296	
nsga150k8x	PARM	4154518	114	0.0220	0.7210	0.4854	0.0043	0.0031	1785.9785	0.7478	
nsga150k8x	PARM	4157677	109	0.0330	0.7206	0.4927	0.0045	0.0028	1408.9566	0.7323	
nsga150k8x	PARM	4158931	113	0.0110	0.7096	0.4868	0.0043	0.0030	1475.6082	0.6530	
nsga150k8x	PARM	4160872	93	0.0000	0.5748	0.4861	0.0039	0.0028	1498.8960	0.6005	
nsga150k8x	PARM	4154873	99	0.0385	0.6820	0.4930	0.0042	0.0026	1546.0165	0.7332	
nsga150k8x	PARM	4160546	123	0.0055	0.6471	0.4845	0.0041	0.0034	1496.0098	0.6439	
nsga150k8x	PARM	4144992	110	0.0055	0.6997	0.4847	0.0045	0.0033	1250.2244	0.7376	
nsga150k8x	PARM	4151898	96	0.0110	0.7169	0.4950	0.0044	0.0026	831.1582	0.7739	
nsga150k8x	PARM	4153720	98	0.0165	0.6611	0.4890	0.0046	0.0029	1503.6978	0.6061	
nsga150k8x	PARM	4154243	103	0.0220	0.6483	0.4902	0.0039	0.0030	967.0416	0.6775	
nsga150k8x	PARM	4165124	111	0.0220	0.6968	0.4877	0.0046	0.0033	1738.1901	0.7341	
nsga150k8x	PARM	4156998	114	0.0110	0.6939	0.4872	0.0038	0.0030	1460.3778	0.7474	
nsga150k8x	PARM	4172491	99	0.0000	0.7105	0.4866	0.0059	0.0028	1494.7425	0.7529	
nsga150k8x	PARM	4148561	121	0.0110	0.7085	0.4814	0.0048	0.0030	1779.7067	0.6491	
nsga150k8x	PARM	2918865	101	0.0220	0.6333	0.4942	0.0036	0.0027	961.2083	0.6551	
nsga150k8x	PARM	2785653	109	0.0110	0.7004	0.4924	0.0043	0.0031	598.8529	0.6451	
nsga150k8x	PARM	2787734	115	0.0275	0.7189	0.4968	0.0043	0.0028	945.4979	0.7349	
nsga150k8x	PARM	2794202	92	0.0220	0.6277	0.4940	0.0039	0.0052	1340.3579	0.7250	
nsga150k8x	PARM	2791256	116	0.0220	0.7113	0.4963	0.0040	0.0029	714.9092	0.6705	
nsga150k8x	PARM	2790844	110	0.0110	0.6794	0.4877	0.0039	0.0041	1360.1933	0.7241	
nsga150k8x	PARM	2791816	92	0.0220	0.6628	0.4952	0.0039	0.0033	1108.1196	0.6927	
nsga150k8x	PSOA	8695256	144	0.0210	0.5992	0.4727	0.0028	0.0018	1540.5179	0.5546	
nsga150k8x	PSOA	8693471	144	0.0329	0.5927	0.4846	0.0029	0.0017	625.7749	0.5538	
nsga150k8x	PSOA	8579763	144	0.0509	0.5985	0.4842	0.0024	0.0018	859.8012	0.5171	
nsga150k8x	PSOA	8643950	144	0.0269	0.5453	0.4764	0.0036	0.0018	1059.4169	0.5330	
nsga150k8x	PSOA	8704972	144	0.0030	0.6358	0.4688	0.0033	0.0022	1375.0994	0.5993	
nsga150k8x	PSOA	8695889	144	0.0329	0.5977	0.4808	0.0025	0.0019	1177.9685	0.5653	
nsga150k8x	PSOA	8683328	144	0.0240	0.6598	0.4839	0.0027	0.0021	385.7009	0.6309	
nsga150k8x	PSOA	7587810	144	0.0120	0.5990	0.4707	0.0033	0.0019	1512.7376	0.5579	
nsga150k8x	PSOA	5828866	144	0.0090	0.7320	0.4702	0.0060	0.0017	1337.0838	0.7710	
nsga150k8x	PSOA	5818839	144	0.0150	0.6098	0.4698	0.0034	0.0018	1453.0367	0.5684	
nsga150k8x	PSOA	5823497	143	0.0299	0.6166	0.4874	0.0026	0.0019	20.8000	0.6031	
nsga150k8x	PSOA	5853325	144	0.0180	0.6089	0.4797	0.0032	0.0021	625.5818	0.5978	
nsga150k8x	PSOA	5824062	142	0.0150	0.5549	0.4792	0.0029	0.0017	704.3456	0.5444	
nsga150k8x	PSOA	5811584	144	0.0150	0.6188	0.4750	0.0037	0.0016	845.2180	0.5484	
nsga150k8x	PSOA	5837555	142	0.0359	0.5621	0.4805	0.0037	0.0016	1097.1336	0.5434	
