inst	noh	mks	cst
I3	125.55	523	324193.8419
I3	112.381	538.1	323868.1105
I3	69.3359	580	318466.9785
I3	113.5796	537	323852.9699
I3	127.6046	522.9	325423.5863
I3	123.6707	525.7	324324.42
I3	75.9642	573.4	319093.2349
I3	13.0292	636.7	313187.0889
I3	87.2144	562.6	320341.1827
I3	84.3005	566.1	320608.0747
I3	100.9653	549.8	322699.4363
I3	176.3494	483.6	335405.2924
I3	65.9737	583.8	318329.7161
I3	101.1762	547.9	321839.2641
I3	62.3849	587.5	318314.3284
I3	128.9785	522.1	325479.3351
I3	82.3025	567.3	319798.1497
I3	113.6924	535.7	323222.2412
I3	60.2295	588.8	317397.368
I3	84.0163	566.1	320715.1197
I3	66.6025	583.6	318803.3049
I3	143.2371	506.6	326727.5805
I3	100.7721	550.3	322609.4951
I3	88.0207	561.7	320971.4816
I3	110.7772	539.6	323134.1741
I3	117.9151	531.1	323544.0412
I3	100.1754	550.6	322339.4177
I3	120.2816	529.1	323978.2956
I3	50.2944	599.5	316789.0614
I3	130.8651	519.6	325383.1523
I3	116.1299	534.4	323968.8608
I3	57.5204	591.3	317163.4948
I3	76.228	572.7	318957.2326
I3	66.4988	583.7	318715.7487
I3	69.6159	579.9	318960.771
I3	87.1752	562.3	320821.7997
I3	77.2846	571.5	318908.3255
I3	63.1019	585.1	317320.3258
I3	13.3397	635.6	312848.3457
I3	50.6704	598.7	316785.1035
I3	93.3009	555.7	320574.4032
I3	90.6826	558.1	320611.2674
I3	72.0396	576.8	318416.5276
I3	47.2764	601.8	316162.8903
I3	110.7739	538.3	323162.5337
I3	102.572	547.3	322121.0551
I3	161.6741	494.3	331782.3572
I3	42.5698	607.1	316076.4064
I3	73.8643	576.6	319441.9305
I3	89.6516	560.7	320880.857
I3	22.7901	626.3	313850.0211
I3	88.807	561.3	321082.6979
I3	103.5058	546.2	322044.625
I3	129.4464	521.6	325802.5684
I3	80.6712	567.8	319333.6107
I3	46.9528	602.7	316410.7378
I3	88.7491	561.6	321000.6433
I3	90.8011	558.4	320493.4537
I3	78.8552	569.8	319377.0618
I3	101.8856	547.5	321863.5254
I3	32.1149	616.7	314620.0735
I3	106.5536	541.7	322214.1384
I3	62.7928	587.3	318170.694
I3	153.8742	499.1	329421.836
I3	64.9436	584.6	318159.9639
I3	23.1712	625.7	313711.4944
I3	9.3667	644.7	314869.0491
I3	154.1954	498.8	329573.2101
I3	162.3556	490.4	330361.2703
I3	109.3595	540	322848.5206
I3	130.0035	521.4	325852.9999
I3	36.9482	611.9	315079.7882
I3	80.5764	568.9	320016.2104
I3	154.8365	497.6	329351.911
I3	28.7444	620.4	314379.2861
I3	26.1193	623.1	314159.2995
I4	6.429	281.9	139057.4599
I4	4.6685	284.3	139183.9003
I4	23.2406	264.6	140501.5024
I4	14.97	272.8	139611.6228
I4	42.9864	245.2	142718.1602
I4	4.8925	283.8	139095.9175
I4	59.7611	231.9	146080.0404
I4	11.8937	276	139359.4794
I4	20.8735	267.1	140273.1688
I4	20.1973	267.8	140229.4214
I4	32.9397	255.1	141540.999
I4	26.5847	261.3	140807.9596
I4	12.5637	275.2	139375.9794
I4	41.7169	246.4	142521.2537
I4	85.3842	222.4	156820.2862
I4	67.2772	228.7	148934.8392
I4	81.8663	223.7	155362.2628
I4	83.9443	223.5	156471.5831
I4	67.3324	227.9	148591.0883
I4	80.7517	224.1	154920.865
I4	51.902	237.2	144088.4302
I4	25.5992	262.4	140789.7928
I4	84.4839	223	156561.5261
I4	31.68	256.3	141365.8545
I4	42.84	245.6	142771.1977
I4	84.4113	223.2	156663.268
I4	37.3016	250.6	141843.6914
I4	16.6232	271.1	139744.7585
I4	35.3358	252.5	141748.1816
I4	14.818	273.1	139683.6953
I4	36.0985	252.3	141994.3652
I4	39.4873	248.8	142434.1609
I4	11.1699	277	139417.6859
I4	21.4835	266.3	140215.9514
I4	28.5367	259.4	141037.5822
I4	34.65	253.3	141639.8433
I4	32.0633	255.8	141355.8954
I4	36.4865	251.7	141960.5389
I4	43.2694	245	142749.4687
I4	24.3693	264	140777.0276
I4	7.132	280.7	138902.7901
I4	20.4559	267.2	140080.5457
I4	38.6791	249.6	142192.4686
I4	31.1575	256.7	141206.4345
I4	13.3733	274.7	139576.5406
I4	22.5626	265.6	140500.701
I4	45.5008	243.1	143260.9481
I4	41.2585	246.8	142398.3637
I4	26.7603	261.2	140860.1192
I4	35.3093	252.8	141779.8346
I4	75.8897	225.9	152772.2435
I4	57.2721	233.6	145499.0441
I4	49.2537	239.4	143565.5452
I4	55.9187	234.2	144974.7942
I4	45.7362	242.6	143033.6743
I4	37.9989	249.9	141970.9417
I4	37.0576	251.1	141992.5718
I4	54.9076	235.3	144911.9472
I4	20.143	268	140328.5972
I4	38.4788	249.7	142154.739
I4	73.0559	226.2	151187.1863
I4	9.8944	278.2	139253.556
I4	51.4689	237.9	144131.1086
I4	26.5046	261.7	140928.4649
I4	42.676	245.7	142779.2359
I4	18.348	269.6	140028.3877
I4	46.3533	242.4	143291.715
I4	27.1856	260.8	140880.2027
I4	28.3904	259.5	140986.7049
I4	21.7839	266	140306.9881
I4	47.8463	240.8	143423.031
I4	46.9612	241.4	143112.888
I4	12.262	275.7	139406.8866
I4	25.5251	262.6	140816.9687
I4	39.4494	249	142420.5811
I4	14.4856	273.4	139623.0821
I4	37.7136	250.4	142110.017
I4	6.6899	281.5	139004.1522
I4	53.7304	236	144575.0679
I4	52.4358	237.1	144330.014
I4	55.5909	234.4	144832.7139
I4	27.3092	260.7	141051.7609
I4	65.6656	229.2	148263.2879
I4	32.4496	255.4	141395.2873
I4	27.5031	260.7	141027.711
I4	33.7338	254.1	141491.667
I4	10.5336	277.6	139376.088
I4	58.435	232.8	145789.8416
I4	19.2231	268.9	140197.0672
I4	23.3368	264.5	140521.6786
I4	46.8919	241.5	143190.3356
I4	76.2141	225.6	152831.6077
I4	5.0082	283.6	139033.2661
I4	57.2723	233.3	145345.6125
I4	5.3631	283.3	139122.6188
I4	9.6209	278.3	139166.7345
I4	26.9271	261.1	141073.5939
I4	17.1729	270.8	139916.5668
I4	31.9543	256.2	141479.6935
I4	8.1891	279.8	139045.8806
I4	9.2313	278.8	139172.0924
I4	80.5733	224.8	155035.3742
I4	75.865	226	152758.7745
I4	72.5376	226.3	150935.8824
I4	79.1012	225	154277.5971
I4	71.8789	227	150893.9305
I4	30.8849	257.2	141411.7801
I4	20.2645	267.6	140181.981
I4	17.1475	271	139986.7577
I4	10.1522	277.8	139229.9646
I4	25.7299	262.1	140726.6788
I4	11.7967	276.2	139410.6626
I4	35.2746	252.8	141815.3307
I4	20.9227	266.9	140193.9783
I4	11.3794	276.9	139490.8424
I4	34.81	253	141705.9859
I4	36.7435	251.6	142071.7484
I4	29.031	258.6	140950.9959
I4	25.086	263	140769.9019
I4	12.871	274.8	139396.1294
I4	39.5371	248.8	142303.8399
I4	33.5429	254.4	141498.5289
I4	16.4414	271.5	139856.0345
I4	16.0617	272	139919.2516
I4	57.1087	234	145588.7058
I4	39.929	248.1	142254.6039
I4	47.6274	241.2	143567.0874
I4	5.9599	282.7	139175.7269
I4	26.5757	261.4	140865.8891
I4	28.3894	259.7	141083.4748
I4	43.7323	244.7	142876.8596
I4	75.2478	226.1	152466.9969
I4	16.1553	271.8	139834.2514
I4	15.4379	272.3	139680.9785
I4	29.6869	258.5	141297.8566
I4	24.6307	263.2	140619.2195
I4	63.1074	230.5	147389.8059
I4	63.3604	230.1	147402.4724
I4	8.6818	279.3	139085.5382
I4	77.1349	225.4	153285.405
I4	49.5693	239.3	143765.179
I4	13.8166	274.3	139655.5666
I4	33.1159	255	141615.6546
I4	23.822	264.1	140525.9323
I4	15.9693	272.2	139931.0759
I4	32.6805	255.3	141421.7713
I4	8.281	279.5	138960.1531
I4	42.2541	246.1	142622.9552
I4	30.3031	257.7	141207.5418
I4	19.2731	268.6	140096.3802
I4	22.9235	265.2	140559.5433
I4	71.329	227.1	150578.4678
I4	50.4489	238.9	144083.4802
I4	42.2016	246.2	142740.5783
I4	24.3615	264	140874.6881
I4	11.4648	276.6	139388.2652
I4	57.0845	234.1	145581.7795
I4	23.1283	265	140610.9686
I4	28.9526	259.2	141146.2524
I4	28.2579	259.9	141080.5087
I4	19.2112	269	140252.7233
I4	5.0097	283.5	139001.5725
I4	61.7028	231	146833.0536
I4	36.2208	251.8	141875.018
I4	37.1664	251	142102.1515
I4	7.9764	280.3	139191.7549
I4	30.0364	257.9	141147.314
I4	5.9421	283	139310.2522
I4	21.3564	266.7	140410.1969
I4	12.269	275.6	139406.3218
I4	72.1757	226.9	151039.3882
I4	65.1603	229.5	148135.1194
I4	54.5288	235.6	144855.9956
I4	43.3815	244.9	142780.4721
I4	25.5814	262.5	140798.5666
I4	29.8212	258.1	141119.7343
I4	24.3947	263.7	140674.2478
I4	30.4189	257.4	141108.9785
I4	40.6952	247.5	142405.672
I4	40.4985	247.9	142537.5426
I4	64.4872	229.6	147765.6627
I4	34.1956	253.6	141518.47
I4	50.8212	238.5	144060.7396
I4	7.7824	280.5	139176.0912
I4	22.75	265.3	140510.6581
I4	15.3237	272.4	139642.889
I4	13.9568	273.9	139571.1281
I4	42.8409	245.5	142775.4192
I4	44.899	243.3	142931.5617
I4	25.4424	262.6	140845.1955
I4	17.5553	270.2	139920.5019
I4	10.8029	277.4	139419.2612
I4	36.1715	252	141848.6127
I4	22.6507	265.4	140463.1608
I4	44.7118	243.7	142980.6718
I4	71.0481	227.6	150685.0695
I4	59.3532	232.4	146113.9009
I4	14.236	273.8	139682.5294
I4	17.1646	270.9	139971.1575
I4	42.4962	245.8	142666.6206
I4	10.8389	277.3	139397.8631
I4	28.9143	259.3	141221.0914
I4	51.425	237.9	144140.996
I4	37.9036	250.1	142049.9923
I4	16.6154	271.4	139858.901
I4	31.1066	257.1	141385.3735
I4	7.4499	280.6	139024.8321
I4	67.3296	228.6	148955.8028
I4	13.6569	274.4	139609.4584
I4	54.7128	235.4	144831.7613
I4	26.5713	261.5	140849.5913
I4	16.1354	271.9	139822.9394
I4	25.1574	262.8	140836.6266
I4	22.9162	265.2	140592.9366
I4	25.5504	262.4	140834.9885
I4	45.6114	243.1	143185.5082
I4	69.2732	227.7	149618.6564
I4	44.3806	243.8	142897.8207
I4	42.2082	246.3	142730.6268
I4	57.1477	233.7	145443.2821
I4	33.3092	254.9	141636.7715
I4	9.9117	278.1	139238.895
I4	18.0088	269.9	139976.4874
I4	27.8984	260	141014.7768
I4	33.2249	254.9	141668.6996
I4	17.4161	270.7	140033.1944
I4	12.1748	275.8	139461.9199
I4	50.3869	239	143995.668
I4	37.2895	250.9	142072.4797
I4	38.7233	249.2	142137.6384
I4	34.0403	253.8	141498.5757
I4	43.5294	244.8	142766.3801
I4	25.285	262.7	140718.7522
I4	10.1095	277.9	139247.4168
I4	48.4242	240.3	143467.232
I4	50.8906	238	143845.0196
I4	26.3163	261.8	140857.2627
I4	37.8522	250.4	142105.3695
I4	24.8139	263.1	140660.0314
I4	51.5151	237.6	144022.5182
I4	55.5159	234.9	145021.048
I4	50.3709	239.1	144063.5545
I4	45.5765	243.1	143224.3359
I4	17.4237	270.6	139956.5234
I4	29.9565	258	141142.0404
I4	43.8635	244.4	142786.0651
I4	10.4282	277.7	139388.2456
I4	19.4591	268.4	140094.2309
I4	22.1132	265.8	140362.8138
I4	48.448	240.2	143484.7394
I4	9.0773	279	139194.466
I4	63.9324	229.9	147639.2041
I4	67.0289	228.8	148903.6578
I4	58.7714	232.5	145816.9543
I4	39.0429	249.1	142272.1882
I4	47.9974	240.6	143432.374
I4	40.7991	247	142305.8181
I4	55.4354	235.1	145108.6297
I4	46.4067	242	143212.925
I4	26.4992	261.7	141017.8115
I4	22.5484	265.7	140549.1144
I4	18.839	269.3	140183.7582
I4	72.4587	226.6	151054.2642
I4	53.3293	236.5	144579.4321
I4	60.8455	231.5	146556.4731
I4	35.4596	252.4	141696.3133
I4	47.5945	241.3	143476.7391
I4	30.9162	257.3	141364.4586
I4	45.3001	243.2	143040.812
I4	34.7059	253.1	141560.0698
I4	40.2546	248	142396.6889
I4	42.3315	245.9	142580.5516
I4	34.352	253.5	141604.7891
I4	8.8854	279.2	139164.7233
I4	36.7883	251.2	141933.632
I4	40.693	247.6	142562.2715
I4	19.0056	269.1	140150.0988
I4	5.9752	282	138831.9226
I4	45.7794	242.5	143032.0793
I4	6.8551	281.3	138998.3795
I4	39.7241	248.5	142363.8997
I4	53.3347	236.4	144505.1462
I4	43.9015	244.1	142728.1849
I4	8.1083	280.1	139174.9051
I4	46.6702	241.9	143259.7297
I4	27.0755	261	140994.6854
I4	18.7358	269.5	140217.6036
I4	27.5138	260.4	140862.7045
I4	6.9672	281.2	139020.1073
I4	62.3177	230.6	146991.8223
I4	46.3672	242.2	143181.8423
I4	48.9947	240.1	143779.8618
I4	49.142	239.9	143757.2433
I4	36.1132	252.2	141997.8194
I4	19.7592	268.1	140129.974
I4	52.9676	236.8	144536.8654
I5	51.7813	131.8	93652.4372
I5	49.8454	132	92551.9812
I5	48.2468	132.6	91925.7722
I5	38.646	135.3	87489.48
I5	32.0844	138.9	85360.9996
I5	35.4057	136.7	86254.1017
I5	17.8059	152.1	83281.0725
I5	11.9631	158	82808.9091
I5	12.7016	157.2	82791.2525
I5	35.0157	137.2	86238.5006
I5	5.0856	164.8	82056.546
I5	1.5086	171.4	83166.7099
I5	33.137	138.3	85696.4962
I5	2.5937	168.1	82208.6621
I5	22.5203	147.5	83807.9299
I5	23.2786	146.7	83897.736
I5	17.1598	152.8	83268.3852
I5	26.4052	143.8	84406.6044
I5	1.9732	168.5	82027.1089
I5	25.6723	144.5	84275.4451
I5	19.0751	150.7	83448.0645
I5	9.4603	160.4	82501.216
I5	5.5875	164.3	82130.1663
I5	49.4556	132.2	92431.1007
I5	20.06	149.8	83557.474
I5	17.9616	152	83368.5611
I5	23.6308	146.5	84016.9886
I5	11.4242	158.4	82678.8391
I5	25.6558	144.6	84273.7013
I5	26.231	143.9	84360.731
I5	34.7441	137.3	86150.513
I5	8.0869	161.8	82389.0573
I5	14.447	155.4	82967.9755
I5	28.2897	141.9	84551.5906
I5	33.2276	138.2	85687.016
I5	27.5974	142.8	84606.7327
I5	13.4881	156.4	82930.6745
I5	36.2021	136.5	86595.4169
I5	30.3441	140.4	85044.3729
I5	6.2976	163.6	82203.875
I5	14.3563	155.5	83015.4231
I5	20.5683	149.3	83589.3767
I5	21.1277	148.8	83675.6274
I5	24.9729	144.9	84107.36
I5	32.9836	138.5	85675.519
I5	5.4083	164.4	82046.2365
I5	32.8068	138.7	85679.4862
I5	5.755	164.1	82137.8394
I5	21.3216	148.5	83660.8757
I5	14.078	155.8	82905.3856
I5	9.7955	160.1	82510.7091
I5	30.2451	140.5	85060.852
I5	16.3411	153.5	83173.0857
I5	25.8035	144.2	84223.3128
I5	13.3265	156.6	82917.6238
I5	17.3564	152.6	83316.3861
I5	17.714	152.2	83323.4401
I5	26.6286	143.6	84437.0116
I5	13.1483	156.8	82865.1936
I5	16.8314	153	83212.8332
I5	4.8972	164.9	82018.5717
I5	22.0604	147.8	83770.8525
I5	16.7567	153	83232.267
I5	24.1575	145.8	84045.5776
I5	18.7266	151.2	83484.1792
I5	20.9681	149	83700.5959
I5	18.2837	151.6	83408.9605
I5	5.2095	164.6	82029.073
I5	6.4466	163.4	82172.8576
I5	22.7348	147.2	83903.0769
I5	23.6944	146.4	84073.267
I5	22.7833	147.2	83892.7881
I5	28.1564	142.1	84602.5271
I5	10.8887	158.9	82597.6194
I5	27.636	142.4	84425.7986
I5	25.4129	144.7	84209.6749
I5	23.0366	146.9	83935.6088
I5	17.3546	152.6	83324.7114
I5	8.5547	161.3	82394.2135
I5	10.5072	159.3	82560.8213
I5	20.5545	149.4	83660.8697
I5	18.7089	151.2	83485.2039
I5	23.2218	146.8	84015.2223
I5	9.379	160.6	82540.0425
I5	14.5584	155.3	83012.1649
I5	24.9649	145.1	84144.8442
I5	5.9353	163.9	82115.3736
I5	7.6545	162.4	82381.5908
I5	23.9551	146	84005.3015
I5	17.9918	151.9	83337.8471
I5	5.632	164.3	82115.5068
I5	3.4058	166.8	82053.8573
I5	12.5881	157.3	82843.4105
I5	14.2236	155.7	82986.2786
I5	15.8091	154	83078.2212
I5	27.8814	142.3	84519.8386
I5	28.9048	141.7	84811.1201
I5	16.0624	153.8	83126.2978
I5	13.3284	156.6	82910.2807
I5	21.9206	148	83747.1319
I5	24.5989	145.4	84118.4279
I5	13.857	156	82874.7532
I5	30.6072	139.9	85002.9552
I5	23.0254	147	83935.4967
I5	31.2672	139.7	85271.0171
I5	13.2182	156.7	82850.0264
I5	3.0671	167	81964.6185
I5	30.5382	140.2	85028.204
I5	4.7057	165.1	81985.8092
I5	26.4744	143.7	84398.4313
I5	13.8038	156	82884.0406
I5	18.2974	151.5	83334.6624
I5	40.6966	134.7	88394.9362
I5	23.4469	146.6	84035.4389
I5	22.4404	147.5	83837.0863
I5	19.9567	150	83612.3586
I5	36.4002	136.3	86663.078
I5	30.4189	140.3	85075.3111
I5	31.1215	139.8	85245.0881
I5	29.8529	140.7	84910.0762
I5	7.8355	162.1	82349.9708
I5	7.1419	162.6	82211.6547
I5	28.9761	141.3	84711.6349
I5	5.3402	164.5	82069.8345
I5	6.8604	163	82223.8242
I5	9.5892	160.3	82518.7427
I5	8.1685	161.8	82380.5853
I5	11.9845	158	82779.3403
I5	15.4969	154.3	83085.2217
I5	15.0673	154.8	83041.611
I5	24.5375	145.5	84093.2273
I5	11.1574	158.7	82668.2273
I5	9.9989	159.8	82513.0316
I5	11.4248	158.4	82663.6487
I5	6.6566	163.3	82245.5345
I5	20.8117	149.1	83693.7475
I5	25.792	144.3	84238.2542
I5	42.9576	133.7	89241.1018
I5	29.2445	141.2	84836.4862
I5	11.9802	158	82803.5287
I5	21.0012	148.9	83647.2878
I5	22.6585	147.3	83881.1226
I5	24.9506	145.1	84193.1196
I5	15.5962	154.2	83095.8097
I5	16.639	153.3	83211.5269
I5	3.8216	166.1	81971.0933
I5	3.659	166.4	81997.3506
I5	46.5314	132.8	90952.7217
I5	36.5881	136.2	86714.0126
I5	42.8352	133.9	89274.2688
I5	35.8754	136.6	86444.6927
I5	10.3294	159.5	82596.3078
I5	12.1739	157.7	82762.8928
I5	4.0177	166	82031.6921
I5	32.7828	138.7	85687.417
I5	12.8603	156.9	82794.4234
I5	11.1707	158.6	82606.3858
I5	15.2473	154.7	83113.3666
I5	20.0791	149.7	83491.1727
I5	18.8585	151	83418.2537
I5	26.7861	143.4	84408.2911
I5	46.0277	133	90764.994
I5	14.835	155	82998.1952
I5	9.2195	160.7	82463.7153
I5	24.233	145.7	84039.8753
I5	13.6511	156.3	82908.2553
I5	25.6376	144.6	84323.6249
I5	26.8704	143.2	84395.1893
I5	40.8204	134.3	88298.6196
I5	28.2515	142	84601.6642
I5	29.4762	140.9	84810.0375
I5	1.7631	168.9	82107.8357
I5	2.6622	167.3	81847.625
I5	24.7094	145.3	84080.5132
I5	27.1585	143.1	84488.2051
I5	2.4659	168.2	82203.2084
I5	12.3392	157.5	82730.7797
I5	9.7549	160.2	82525.1484
I5	10.0964	159.7	82513.0349
I5	15.2728	154.5	83081.0669
I5	19.6078	150.4	83622.6951
I5	20.0133	150	83563.6747
I5	16.3013	153.5	83192.9103
I5	12.0301	157.8	82707.2268
I5	14.239	155.6	82966.4724
I5	14.4517	155.4	82955.9211
I5	17.2838	152.7	83295.8519
I5	22.5352	147.4	83895.6551
I5	20.3564	149.5	83560.4983
I5	16.3417	153.5	83156.6673
I5	23.7441	146.3	84030.0358
I5	21.6871	148.2	83700.0985
I5	17.5164	152.4	83287.9989
I5	20.0176	149.9	83635.7095
I5	34.0369	137.6	85868.9155
I5	35.2111	137	86266.4434
I5	31.5383	139.1	85137.1455
I5	33.274	137.8	85548.2164
I5	18.043	151.8	83334.3979
I5	13.8749	155.9	82888.3846
I5	8.2239	161.6	82323.9019
I5	10.6653	159.1	82558.317
I5	16.6837	153.1	83193.4161
I5	19.7616	150.1	83485.0227
I5	18.9182	150.9	83431.399
I5	37.3952	135.7	86954.0428
I5	42.2855	134.1	89026.779
I5	44.6999	133.2	90065.0547
I5	37.073	135.9	86835.9228
I5	44.2536	133.5	89944.1383
I5	6.6575	163.2	82207.0566
I5	32.3286	138.8	85470.4954
I5	7.6576	162.2	82291.8835
I5	16.5459	153.4	83294.42
I5	21.8039	148.1	83787.9316
I5	34.6679	137.5	86195.3661
I5	18.8019	151.1	83414.5396
I5	20.9243	149	83702.2404
I5	22.8055	147.1	83886.5075
I5	11.243	158.5	82605.8736
I5	23.8991	146.1	84049.2729
I5	8.6139	161.2	82387.7645
I5	9.0354	160.8	82442.2218
I5	7.8638	162	82350.8413
I5	23.5522	146.6	83984.5785
I5	14.598	155.2	82965.2585
I5	16.1712	153.6	83124.4221
I5	18.7646	151.2	83432.6373
I5	21.8207	148.1	83760.8432
I5	3.7956	166.3	82020.1185
I5	6.0546	163.8	82132.8778
I5	27.3805	142.9	84522.236
I5	9.8114	160	82500.5567
I5	19.6385	150.3	83526.6075
I5	4.2875	165.6	81982.839
I5	42.3821	134	89072.6548
I5	18.5594	151.4	83389.5138
I5	15.4147	154.4	83028.1408
I5	4.4633	165.4	82000.0118
I5	11.6834	158.1	82696.5585
I5	8.0526	161.9	82369.1573
I5	9.7047	160.2	82572.683
I5	28.9662	141.5	84751.6797
I5	22.3086	147.6	83861.4213
I5	8.2122	161.6	82344.9152
I5	15.9873	153.9	83152.6645
I5	23.5728	146.5	84021.2408
I5	29.7298	140.8	84884.9029
I5	14.9886	154.9	83031.4021
I5	28.6983	141.8	84757.244
I5	16.9306	152.9	83242.6296
I5	27.6142	142.6	84525.9645
I5	26.7418	143.5	84414.593
I5	23.8269	146.2	84025.6393
I5	13.6315	156.2	82948.7684
I5	25.7875	144.4	84309.8925
I5	25.9306	144.1	84248.4574
I5	25.2396	144.8	84187.274
I5	9.4588	160.5	82531.8304
I5	9.7938	160.1	82570.5017
I5	7.137	162.9	82349.3732
I5	8.4106	161.4	82389.4047
I5	21.4752	148.4	83671.2794
I5	20.0212	149.9	83534.6346
I5	8.8732	160.9	82389.2712
I5	10.458	159.4	82575.7514
I5	12.5862	157.4	82820.7443
I5	17.6838	152.2	83377.6578
I5	14.8351	155	82986.9307
I5	27.3184	143	84543.468
I5	10.718	159.1	82555.0043
I5	16.5948	153.3	83262.5425
I5	13.3288	156.5	82842.3309
I5	40.2497	134.8	88180.0279
I5	36.8366	136.1	86776.9383
I5	39.3059	134.9	87698.224
I5	21.7821	148.1	83799.2837
I5	38.4688	135.5	87447.59
I5	38.0223	135.6	87240.4632
I5	24.8523	145.2	84166.9734
I5	19.2924	150.5	83429.7865
I5	11.5913	158.3	82711.6297
I5	12.7768	157.1	82834.0483
I5	33.0491	138.4	85659.0362
I5	32.8903	138.6	85685.8242
I5	40.7768	134.5	88345.0843
I5	12.5652	157.4	82852.2132
I5	7.5179	162.5	82377.1291
I5	17.3699	152.5	83235.1328
I5	8.7547	161.1	82429.1687
I5	18.2829	151.7	83417.9766
