=============================================================
Instance #0
=============================================================

Cycle #0 (306727 ms; 58 best solutions)
31.0231; 136.1; 83445.7087;  [2 2 4 7 4 3 6 6 1 1 5 6 3 3 1 9 1 4 4 8 4 1 1 8 1 3 3 8 3 3 1 5 3 3 3 6 2 1 2 8]
5.4036; 157.5; 78714.7337;  [1 4 1 2 3 3 1 3 1 1 4 1 2 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 2 2 1 2 1 7 1 4 1 1 1 2]
6.8134; 155.7; 78718.0799;  [1 5 1 2 3 2 1 3 1 1 4 1 2 1 1 2 1 1 1 1 1 1 1 1 1 2 1 8 2 2 1 2 3 4 1 4 1 1 1 2]
9.0448; 154; 79177.9923;  [5 1 4 7 2 3 1 2 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 8 1 2 1 5 1 1 1 1 1 1 4 3 1 1 1 1]
7.9897; 154.9; 78972.3968;  [1 2 1 5 1 1 1 3 1 1 1 1 1 2 1 5 2 2 1 1 3 1 1 1 1 5 1 1 5 3 1 4 2 2 1 6 1 1 1 3]
8.8284; 154.6; 79330.2579;  [1 5 1 2 2 3 1 3 1 1 4 1 1 1 1 2 1 1 1 7 1 1 1 1 6 2 1 8 8 1 1 2 3 4 1 4 1 1 1 2]
4.2958; 159.6; 79121.3216;  [1 4 1 2 3 2 2 3 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 4 7 1 1 2 2 1 2 1 8 2 1 2 1 1 2]
41.6953; 131.8; 87642.4503;  [2 1 7 8 3 3 6 6 1 2 8 6 2 5 7 9 1 2 6 7 1 2 6 7 4 6 4 7 2 2 1 8 2 2 4 8 1 2 6 8]
6.7573; 157.3; 79461.7671;  [1 2 1 3 1 3 3 4 1 4 1 1 1 1 1 1 1 1 1 4 1 3 1 2 1 1 1 1 7 2 3 1 1 2 1 8 7 1 1 1]
38.4056; 132.5; 86029.6328;  [2 2 7 7 4 3 6 8 1 1 5 6 3 3 6 9 1 4 4 8 4 1 3 8 1 3 4 8 3 3 5 6 3 3 3 7 5 1 3 8]
9.0036; 154.5; 79351.103;  [1 2 1 2 2 1 2 1 1 1 4 5 1 1 2 1 2 1 1 2 1 2 2 5 1 2 4 1 3 2 4 1 1 6 1 3 1 1 1 1]
