config	inst	time	count	rfsz	best	spr	hv	gd	
rs150k	I3	2278922	53	323	0.0000	0.9440	0.0000	0.1392	
rs150k	I3	2279852	41	323	0.0000	0.7949	0.0000	0.1446	
rs150k	I3	2279338	34	323	0.0000	0.7255	0.0000	0.1297	
rs150k	I3	2279404	39	323	0.0000	0.7652	0.0000	0.1307	
rs150k	I3	2279679	49	323	0.0000	0.7938	0.0000	0.1281	
rs150k	I3	2278915	42	323	0.0000	0.8094	0.0000	0.1316	
rs150k	I3	2278950	40	323	0.0000	0.8833	0.0000	0.1360	
rs150k	I3	2279244	46	323	0.0000	0.9628	0.0000	0.1750	
rs150k	I3	2279842	58	323	0.0000	0.8378	0.0000	0.1143	
rs150k	I3	2279232	38	323	0.0000	0.8486	0.0262	0.1407	
rs150k	I3	2280404	35	323	0.0000	0.8698	0.0160	0.1480	
rs150k	I3	2279896	40	323	0.0000	0.6964	0.0000	0.1286	
rs150k	I3	2279428	36	323	0.0000	0.8624	0.0000	0.1654	
rs150k	I3	2278514	35	323	0.0000	0.7960	0.0121	0.1448	
rs150k	I3	2279655	43	323	0.0000	0.8366	0.0000	0.1400	
rs150k	I3	2278963	40	323	0.0000	0.9185	0.0000	0.1457	
rs150k	I3	2279599	45	323	0.0000	0.7348	0.0000	0.1620	
rs150k	I3	2280111	43	323	0.0000	0.7973	0.0000	0.1214	
rs150k	I3	2279344	37	323	0.0000	0.9089	0.0000	0.1771	
rs150k	I3	2279396	39	323	0.0000	0.7855	0.0000	0.1409	
rs150k	I3	2520146	39	323	0.0000	1.0022	0.0338	0.1848	
rs150k	I3	2290997	39	323	0.0000	0.9066	0.0000	0.1438	
rs150k	I3	2292412	36	323	0.0000	0.7874	0.0076	0.1299	
rs150k	I3	2291317	40	323	0.0000	0.8297	0.0000	0.1815	
rs150k	I3	2292009	44	323	0.0000	0.8449	0.0072	0.1644	
rs150k	I3	2292266	47	323	0.0000	0.9862	0.0000	0.1626	
rs150k	I3	2292112	40	323	0.0000	0.8071	0.0318	0.1402	
rs150k	I3	2291332	37	323	0.0000	0.9397	0.0050	0.1896	
rs150k	I3	2291800	38	323	0.0000	0.9615	0.0299	0.1435	
rs150k	I3	2291765	41	323	0.0000	0.8542	0.0000	0.1340	
rs150k	I3	2291574	38	323	0.0000	0.8157	0.0000	0.1303	
rs150k	I3	2292468	44	323	0.0000	0.8156	0.0000	0.1434	
rs150k	I3	2296502	28	323	0.0000	0.7227	0.0180	0.1778	
rs150k	I3	2292320	37	323	0.0000	0.7148	0.0000	0.1302	
rs150k	I3	2292128	40	323	0.0000	0.8325	0.0143	0.1338	
rs150k	I3	2290947	37	323	0.0000	0.8222	0.0069	0.1463	
rs150k	I3	2291116	35	323	0.0000	0.6792	0.0009	0.1199	
rs150k	I3	2292038	50	323	0.0000	0.6988	0.0000	0.1213	
nsga150k2x	I4	1508801	120	384	0.0130	0.4194	0.4913	0.0021	
nsga150k2x	I4	1463516	120	384	0.0130	0.4286	0.4906	0.0021	
nsga150k2x	I4	1469780	120	384	0.0078	0.4090	0.4945	0.0019	
nsga150k2x	I4	1473404	120	384	0.0156	0.4239	0.4952	0.0022	
nsga150k2x	I4	1469388	120	384	0.0156	0.4451	0.4974	0.0015	
nsga150k2x	I4	1476975	120	384	0.0286	0.4621	0.4963	0.0020	
nsga150k2x	I4	1472150	120	384	0.0234	0.4305	0.4965	0.0018	
nsga150k2x	I4	1468868	120	384	0.0156	0.4603	0.4967	0.0015	
nsga150k2x	I4	1472463	119	384	0.0417	0.4522	0.4998	0.0012	
nsga150k2x	I4	1471123	120	384	0.0182	0.5140	0.4961	0.0020	
nsga150k2x	I4	1470999	120	384	0.0156	0.4737	0.4966	0.0018	
nsga150k2x	I4	1470527	120	384	0.0182	0.4081	0.4931	0.0021	
nsga150k2x	I4	1468649	120	384	0.0182	0.4401	0.4969	0.0021	
nsga150k2x	I4	1462285	120	384	0.0234	0.4772	0.4968	0.0029	
nsga150k2x	I4	1460935	120	384	0.0130	0.3839	0.4924	0.0019	
nsga150k2x	I4	1466871	120	384	0.0286	0.4492	0.4993	0.0013	
nsga150k2x	I4	1467100	120	384	0.0234	0.4301	0.4976	0.0018	
nsga150k2x	I4	1467532	120	384	0.0339	0.4491	0.4988	0.0015	
nsga150k2x	I4	1467100	120	384	0.0312	0.4336	0.4976	0.0016	
nsga150k2x	I4	1471981	119	384	0.0234	0.4828	0.4994	0.0014	
nsga150k2x	I4	1462394	120	384	0.0104	0.5018	0.4922	0.0022	
nsga150k2x	I4	1473991	120	384	0.0156	0.3889	0.4970	0.0017	
nsga150k2x	I4	1477259	120	384	0.0130	0.4464	0.4945	0.0018	
nsga150k2x	I4	1478887	120	384	0.0234	0.4115	0.4947	0.0021	
nsga150k2x	I4	1483110	120	384	0.0156	0.4731	0.4911	0.0025	
nsga150k2x	I4	1474499	120	384	0.0104	0.4666	0.4959	0.0015	
nsga150k2x	I4	1474998	120	384	0.0052	0.4199	0.4953	0.0018	
nsga150k2x	I4	1484994	120	384	0.0286	0.4061	0.4958	0.0018	
nsga150k2x	I4	1480082	120	384	0.0156	0.4922	0.4968	0.0016	
nsga150k2x	I4	1475143	120	384	0.0339	0.5029	0.4977	0.0024	
nsga150k2x	I4	1475338	120	384	0.0469	0.4759	0.5010	0.0015	
nsga150k2x	I4	1480617	120	384	0.0208	0.4414	0.4978	0.0016	
nsga150k2x	I4	1477904	120	384	0.0208	0.4316	0.4955	0.0016	
nsga150k2x	I4	1475320	120	384	0.0208	0.3814	0.4972	0.0014	
nsga150k2x	I4	1479292	120	384	0.0208	0.5212	0.4984	0.0018	
nsga150k2x	I4	1477563	120	384	0.0104	0.4760	0.4961	0.0016	
nsga150k2x	I4	1477157	120	384	0.0312	0.4812	0.4979	0.0016	
nsga150k2x	I4	1478769	120	384	0.0260	0.4245	0.4987	0.0014	
nsga150k2x	I4	1479859	120	384	0.0234	0.4482	0.4920	0.0023	
nsga150k2x	I4	1475048	120	384	0.0052	0.4155	0.4932	0.0019	
nsga150k2x	I4	1474881	120	384	0.0104	0.4305	0.4965	0.0017	
nsga150k2x	I4	1470646	120	384	0.0156	0.4196	0.4951	0.0015	
nsga150k2x	I4	1475046	120	384	0.0078	0.4570	0.4941	0.0018	
nsga150k2x	I4	1480827	120	384	0.0052	0.4210	0.4905	0.0024	
nsga150k2x	I4	1479441	120	384	0.0104	0.4510	0.4908	0.0022	
nsga150k2x	I4	1475976	120	384	0.0156	0.4661	0.4938	0.0021	
nsga150k2x	I4	1474970	120	384	0.0312	0.3945	0.4962	0.0015	
nsga150k2x	I4	1476110	120	384	0.0104	0.3785	0.4970	0.0018	
nsga150k2x	I4	1483442	120	384	0.0208	0.4878	0.4946	0.0021	
nsga150k2x	I4	1478870	120	384	0.0521	0.3952	0.5000	0.0013	
rs150k	I4	2089278	47	384	0.0000	0.7026	0.2984	0.0307	
rs150k	I4	2041764	57	384	0.0000	0.8609	0.2995	0.0293	
rs150k	I4	1568410	58	384	0.0000	0.8053	0.2886	0.0301	
rs150k	I4	1551541	58	384	0.0000	0.8228	0.2947	0.0296	
rs150k	I4	1552539	57	384	0.0000	0.6837	0.2935	0.0285	
rs150k	I4	1551665	57	384	0.0000	0.7899	0.2987	0.0296	
rs150k	I4	1552750	51	384	0.0000	0.7699	0.3091	0.0298	
rs150k	I4	1552762	47	384	0.0000	0.7441	0.3171	0.0324	
rs150k	I4	1552432	55	384	0.0000	0.7173	0.3038	0.0271	
rs150k	I4	1552096	58	384	0.0000	0.8088	0.3048	0.0292	
rs150k	I4	1552772	56	384	0.0000	0.7403	0.3038	0.0277	
rs150k	I4	1552313	59	384	0.0000	0.6900	0.2933	0.0283	
rs150k	I4	1550408	58	384	0.0000	0.7763	0.2916	0.0310	
rs150k	I4	1549928	61	384	0.0000	0.7576	0.3037	0.0281	
rs150k	I4	1551370	54	384	0.0000	0.7910	0.3079	0.0315	
rs150k	I4	1551863	64	384	0.0000	0.7179	0.3083	0.0259	
rs150k	I4	1550698	56	384	0.0000	0.7285	0.2938	0.0314	
rs150k	I4	1551535	63	384	0.0000	0.7438	0.2867	0.0291	
rs150k	I4	1551105	61	384	0.0000	0.7603	0.2942	0.0297	
rs150k	I4	1551361	61	384	0.0000	0.7230	0.3016	0.0278	
rs150k	I4	1551231	57	384	0.0000	0.6862	0.2906	0.0297	
rs150k	I4	1530664	65	384	0.0000	0.8247	0.2983	0.0288	
rs150k	I4	1530957	53	384	0.0000	0.6536	0.2906	0.0303	
rs150k	I4	1529938	65	384	0.0000	0.7241	0.2875	0.0280	
rs150k	I4	1529985	48	384	0.0000	0.7379	0.2944	0.0348	
rs150k	I4	1529755	51	384	0.0000	0.6589	0.2973	0.0288	
rs150k	I4	1529415	53	384	0.0000	0.7701	0.3122	0.0279	
rs150k	I4	1528998	51	384	0.0000	0.7308	0.2958	0.0300	
rs150k	I4	1586984	58	384	0.0000	0.7737	0.2956	0.0300	
rs150k	I4	1529588	58	384	0.0000	0.7523	0.3045	0.0276	
rs150k	I4	1530089	64	384	0.0000	0.6867	0.2988	0.0250	
rs150k	I4	1529626	56	384	0.0000	0.7156	0.2973	0.0286	
rs150k	I4	1543962	56	384	0.0000	0.7353	0.2986	0.0293	
rs150k	I4	1537832	63	384	0.0000	0.8013	0.2881	0.0317	
rs150k	I4	1529875	62	384	0.0000	0.6858	0.3005	0.0286	
rs150k	I4	1527118	60	384	0.0000	0.6936	0.2966	0.0287	
rs150k	I4	1525170	63	384	0.0000	0.6993	0.3023	0.0263	
rs150k	I4	1524921	54	384	0.0000	0.6878	0.2935	0.0299	
rs150k	I4	1563113	49	384	0.0000	0.7358	0.3098	0.0297	
rs150k	I4	1529736	53	384	0.0000	0.7315	0.3072	0.0301	
rs150k	I4	1529945	57	384	0.0000	0.7000	0.3025	0.0294	
rs150k	I4	1529894	62	384	0.0000	0.7522	0.2931	0.0286	
rs150k	I4	1530176	57	384	0.0000	0.7193	0.2951	0.0297	
rs150k	I4	1528854	59	384	0.0000	0.7746	0.2982	0.0303	
rs150k	I4	1529101	56	384	0.0000	0.7501	0.3034	0.0284	
rs150k	I4	1529560	62	384	0.0000	0.7041	0.2912	0.0272	
rs150k	I4	1529567	59	384	0.0000	0.7942	0.2949	0.0289	
rs150k	I4	1530406	57	384	0.0000	0.7090	0.2896	0.0312	
rs150k	I4	1529947	61	384	0.0000	0.7430	0.3087	0.0264	
rs150k	I4	1530241	59	384	0.0000	0.6482	0.2903	0.0275	
nsga150k2x	I5	642038	88	365	0.0274	0.4091	0.5183	0.0013	
nsga150k2x	I5	641152	88	365	0.0603	0.4487	0.5204	0.0012	
nsga150k2x	I5	634670	88	365	0.0274	0.3795	0.5110	0.0021	
nsga150k2x	I5	640476	88	365	0.0247	0.4778	0.5165	0.0016	
nsga150k2x	I5	640865	88	365	0.0192	0.4460	0.5151	0.0019	
nsga150k2x	I5	643274	88	365	0.0219	0.4706	0.5125	0.0020	
nsga150k2x	I5	643356	88	365	0.0164	0.5036	0.5132	0.0020	
nsga150k2x	I5	639130	88	365	0.0164	0.3765	0.5127	0.0022	
nsga150k2x	I5	640709	88	365	0.0274	0.4169	0.5165	0.0017	
nsga150k2x	I5	640390	88	365	0.0027	0.4147	0.5121	0.0019	
nsga150k2x	I5	641725	88	365	0.0110	0.4258	0.5120	0.0022	
nsga150k2x	I5	643994	88	365	0.0164	0.4862	0.5127	0.0021	
nsga150k2x	I5	640935	88	365	0.0384	0.4633	0.5175	0.0014	
nsga150k2x	I5	637982	88	365	0.0247	0.3785	0.5167	0.0016	
nsga150k2x	I5	638697	88	365	0.0247	0.4247	0.5169	0.0017	
nsga150k2x	I5	642299	88	365	0.0082	0.4890	0.5141	0.0018	
nsga150k2x	I5	642282	88	365	0.0082	0.3995	0.5113	0.0020	
nsga150k2x	I5	641564	88	365	0.0027	0.3736	0.5115	0.0025	
nsga150k2x	I5	642764	88	365	0.0164	0.4169	0.5125	0.0024	
nsga150k2x	I5	639238	88	365	0.0438	0.4358	0.5195	0.0013	
nsga150k2x	I5	640791	88	365	0.0192	0.4261	0.5100	0.0024	
nsga150k2x	I5	639386	88	365	0.0247	0.3882	0.5165	0.0017	
nsga150k2x	I5	642409	88	365	0.0356	0.4319	0.5165	0.0019	
nsga150k2x	I5	641760	88	365	0.0027	0.4168	0.5088	0.0025	
nsga150k2x	I5	640183	88	365	0.0301	0.4073	0.5166	0.0018	
nsga150k2x	I5	641697	88	365	0.0164	0.4659	0.5168	0.0017	
nsga150k2x	I5	641645	88	365	0.0055	0.4459	0.5097	0.0025	
nsga150k2x	I5	644863	88	365	0.0247	0.4659	0.5117	0.0021	
nsga150k2x	I5	640292	88	365	0.0219	0.4523	0.5139	0.0018	
nsga150k2x	I5	643828	88	365	0.0137	0.4756	0.5117	0.0021	
nsga150k2x	I5	642335	88	365	0.0110	0.4223	0.5086	0.0025	
nsga150k2x	I5	643236	88	365	0.0274	0.4370	0.5157	0.0021	
nsga150k2x	I5	640271	88	365	0.0219	0.4088	0.5151	0.0018	
nsga150k2x	I5	640604	88	365	0.0301	0.4326	0.5155	0.0021	
nsga150k2x	I5	641299	88	365	0.0164	0.4383	0.5153	0.0017	
nsga150k2x	I5	641409	88	365	0.0192	0.4011	0.5148	0.0020	
nsga150k2x	I5	642508	88	365	0.0110	0.4492	0.5144	0.0019	
nsga150k2x	I5	641973	88	365	0.0301	0.4156	0.5150	0.0021	
nsga150k2x	I5	640629	88	365	0.0164	0.4241	0.5141	0.0020	
nsga150k2x	I5	643533	88	365	0.0274	0.4198	0.5150	0.0019	
nsga150k2x	I5	642294	88	365	0.0055	0.3942	0.5081	0.0027	
nsga150k2x	I5	643080	88	365	0.0274	0.4925	0.5122	0.0030	
nsga150k2x	I5	643544	88	365	0.0082	0.3946	0.5101	0.0026	
nsga150k2x	I5	640878	88	365	0.0027	0.3953	0.5138	0.0019	
nsga150k2x	I5	642140	88	365	0.0164	0.4253	0.5156	0.0018	
nsga150k2x	I5	642634	88	365	0.0164	0.4691	0.5137	0.0021	
nsga150k2x	I5	643734	88	365	0.0219	0.4388	0.5130	0.0024	
nsga150k2x	I5	642114	88	365	0.0110	0.4574	0.5149	0.0017	
nsga150k2x	I5	637368	88	365	0.0219	0.3752	0.5134	0.0022	
nsga150k2x	I5	639653	88	365	0.0247	0.3990	0.5155	0.0019	
rs150k	I5	670770	53	365	0.0000	0.6774	0.3055	0.0315	
rs150k	I5	670761	38	365	0.0000	0.5992	0.3349	0.0307	
rs150k	I5	671697	50	365	0.0000	0.6216	0.3096	0.0291	
rs150k	I5	670700	46	365	0.0000	0.7095	0.3189	0.0299	
rs150k	I5	671172	57	365	0.0000	0.8366	0.3190	0.0302	
rs150k	I5	671034	46	365	0.0000	0.7067	0.3135	0.0312	
rs150k	I5	671799	50	365	0.0000	0.6567	0.3200	0.0292	
rs150k	I5	671454	48	365	0.0000	0.6340	0.3157	0.0298	
rs150k	I5	671111	56	365	0.0000	0.7481	0.3135	0.0279	
rs150k	I5	671150	55	365	0.0000	0.6853	0.3164	0.0284	
rs150k	I5	671631	54	365	0.0000	0.7076	0.3125	0.0303	
rs150k	I5	671805	43	365	0.0000	0.7197	0.3349	0.0320	
rs150k	I5	671199	54	365	0.0000	0.6431	0.3066	0.0318	
rs150k	I5	670888	46	365	0.0000	0.7235	0.3205	0.0306	
rs150k	I5	671782	53	365	0.0000	0.7059	0.3093	0.0287	
rs150k	I5	671264	49	365	0.0000	0.7831	0.3222	0.0336	
rs150k	I5	671315	49	365	0.0000	0.7158	0.3137	0.0321	
rs150k	I5	671504	42	365	0.0000	0.7050	0.3206	0.0309	
rs150k	I5	671285	50	365	0.0000	0.6301	0.3087	0.0297	
rs150k	I5	670307	45	365	0.0000	0.7702	0.3207	0.0320	
rs150k	I5	671115	48	365	0.0000	0.7616	0.3296	0.0323	
rs150k	I5	671457	50	365	0.0000	0.6991	0.3264	0.0292	
rs150k	I5	671126	55	365	0.0000	0.7304	0.3092	0.0300	
rs150k	I5	671247	48	365	0.0000	0.6670	0.3110	0.0311	
rs150k	I5	670741	58	365	0.0000	0.7931	0.3037	0.0309	
rs150k	I5	670631	49	365	0.0000	0.6905	0.3194	0.0288	
rs150k	I5	670289	50	365	0.0000	0.6970	0.3160	0.0288	
rs150k	I5	670537	63	365	0.0000	0.8157	0.3086	0.0279	
rs150k	I5	671087	45	365	0.0000	0.6375	0.3202	0.0340	
rs150k	I5	670847	49	365	0.0000	0.7008	0.3141	0.0284	
rs150k	I5	671535	45	365	0.0000	0.8193	0.3313	0.0309	
rs150k	I5	671467	50	365	0.0000	0.7267	0.3227	0.0284	
rs150k	I5	671382	45	365	0.0000	0.6836	0.3116	0.0324	
rs150k	I5	671974	54	365	0.0000	0.6942	0.3099	0.0288	
rs150k	I5	671510	48	365	0.0000	0.6541	0.3106	0.0315	
rs150k	I5	671539	45	365	0.0000	0.7505	0.3337	0.0301	
rs150k	I5	670982	46	365	0.0000	0.7286	0.3279	0.0316	
rs150k	I5	671242	49	365	0.0000	0.6252	0.3190	0.0303	
rs150k	I5	671512	52	365	0.0000	0.6419	0.3057	0.0297	
rs150k	I5	670495	49	365	0.0000	0.7788	0.3183	0.0335	
rs150k	I5	670741	51	365	0.0000	0.7927	0.3193	0.0302	
rs150k	I5	672900	51	365	0.0000	0.7444	0.3244	0.0300	
rs150k	I5	671700	51	365	0.0000	0.6846	0.3223	0.0305	
rs150k	I5	670963	48	365	0.0000	0.6737	0.3129	0.0303	
rs150k	I5	670222	51	365	0.0000	0.7222	0.3179	0.0277	
rs150k	I5	670900	50	365	0.0000	0.7094	0.3122	0.0318	
rs150k	I5	670996	55	365	0.0000	0.7475	0.3209	0.0281	
rs150k	I5	669130	43	365	0.0000	0.7940	0.3214	0.0321	
rs150k	I5	669572	51	365	0.0000	0.7314	0.3100	0.0322	
rs150k	I5	669760	49	365	0.0000	0.7481	0.3044	0.0321	
