inst	noh	mks	cst
I0	0	160.6	77110.5935
I0	2.7024	160.3	78540.8315
I1	0	457.3	219526.3122
I1	20.4541	443.8	224811.6218
I1	39.2113	435.6	231683.3332
I1	56.4203	427.3	237643.0235
I1	73.1108	427.2	247187.9025
I2	0	398.8	191449.8635
I3	0	576.5	276759.8001
I4	0	274.4	131715.8069
I4	9.7938	268.1	134348.7119
I4	18.5226	264.7	137757.5038
I4	26.35	261.4	140682.4811
I5	0	162	77784.5324
I5	6.5028	157.8	79495.9505
I5	12.3904	155.3	81716.4597
I5	17.7376	152.9	83632.399
