inst	noh	mks	cst
I5	14.2665	148.5	79644.5555
I5	28.0203	138.2	82684.9346
I5	26.2354	139.5	82224.9777
I5	1.4677	162.1	78668.3184
I5	12.9048	150.1	79559.0338
I5	23.9879	141	81671.2949
I5	37.6522	133.5	86048.0535
I5	35.9527	133.9	85243.2111
I5	40.6246	132.3	87244.7604
I5	35.0196	134.4	84936.3113
I5	38.9068	133	86565.6505
I5	12.5484	150.5	79566.3384
I5	22.4495	142	81253.6022
I5	15.1379	148	79853.5998
I5	20.0066	143.7	80649.9876
I5	32.198	135.8	83906.1014
