inst	noh	mks	cst
I0	9.2267	162.2	83241.8562
I0	7.3145	164.1	83048.7668
I0	48.2163	123.2	87415.123
I0	12.3336	159.1	83555.8222
I0	20.9178	150.5	84403.9788
I0	18.6082	152.9	84129.1174
I0	25.0258	146.4	84812.2119
I0	35.96	135.5	85959.7123
I0	34.882	136.6	85789.4235
I0	5.622	165.8	82875.9748
I0	43.8657	127.6	86886.2767
I0	27.2218	144.2	85158.7398
I0	36.5077	135	85975.7943
I0	35.4429	136	85897.886
I0	13.4163	158	83678.3844
I0	50.5341	120.9	87680.2132
I0	3.9188	167.5	82710.3233
I0	19.2224	152.2	84258.1725
I0	47.6468	123.8	87363.6589
I0	11.5161	159.9	83458.4836
I0	10.3122	161.1	83353.7462
I0	41.0128	130.4	86569.3169
I0	43.7228	127.7	86873.9215
I0	27.6368	143.8	85072.5705
I0	22.7809	148.7	84576.2138
I0	5.9218	165.5	82902.6084
I0	15.045	156.4	83784.1179
