config	inst	time	count	best	spr	hv	gd	
nsga50k2x	I0	260784	75	0.0174	0.6259	0.4537	0.0068	
nsga50k2x	I0	192872	67	0.0609	0.6865	0.4734	0.0108	
nsga50k2x	I0	193045	80	0.0000	0.6533	0.4496	0.0068	
nsga50k2x	I0	191555	78	0.0087	0.5899	0.4639	0.0059	
nsga50k2x	I0	193213	76	0.1217	0.6041	0.4812	0.0044	
nsga50k2x	I0	190540	76	0.0174	0.6626	0.4643	0.0065	
nsga50k2x	I0	185911	67	0.0348	0.6293	0.4747	0.0056	
nsga50k2x	I0	187290	75	0.0174	0.7276	0.4595	0.0092	
nsga50k2x	I0	186670	80	0.0000	0.5906	0.4606	0.0055	
nsga50k2x	I0	186438	79	0.0087	0.5487	0.4620	0.0052	
nsga50k2x	I0	187111	70	0.0000	0.6070	0.4587	0.0060	
nsga50k2x	I0	187044	70	0.0174	0.6563	0.4658	0.0057	
nsga50k2x	I0	187732	76	0.0435	0.5854	0.4779	0.0050	
nsga50k2x	I0	186563	73	0.0000	0.5982	0.4587	0.0067	
nsga50k2x	I0	188540	72	0.0174	0.6487	0.4525	0.0065	
nsga50k2x	I0	187031	80	0.0000	0.6963	0.4530	0.0079	
nsga50k2x	I0	186336	80	0.0174	0.7145	0.4578	0.0076	
nsga50k2x	I0	187254	71	0.0348	0.6322	0.4727	0.0068	
nsga50k2x	I0	185683	75	0.0174	0.6105	0.4577	0.0060	
nsga50k2x	I0	187545	71	0.0087	0.6226	0.4592	0.0058	
nsga50k2x	I0	188136	66	0.0261	0.6870	0.4824	0.0064	
nsga50k2x	I0	186314	79	0.0174	0.7172	0.4615	0.0069	
nsga50k2x	I0	187268	65	0.0000	0.5976	0.4645	0.0068	
nsga50k2x	I0	187422	77	0.0174	0.5957	0.4551	0.0088	
nsga50k2x	I0	187688	75	0.0174	0.6023	0.4721	0.0056	
nsga50k2x	I0	187483	80	0.0087	0.6688	0.4627	0.0084	
nsga50k2x	I0	187188	69	0.0000	0.7046	0.4557	0.0088	
nsga50k2x	I0	186735	76	0.0435	0.5326	0.4748	0.0042	
