=============================================================
Instance #0
=============================================================

Cycle #0 (71813 ms; 21 best solutions)
22,8864; 161; 90512,8151;  [7 1 6 2 8 5 1 1 3 4 3 7 4 8 6 4 5 3 5 3 2 2 2 3 1 6 2 4 9 6 2 3 1 2 5 5 1 6 4 2]
17,919; 164,9; 89580,4908;  [1 6 1 2 8 4 1 7 3 9 4 4 1 7 8 1 5 4 3 1 4 3 2 6 3 9 1 1 5 2 1 6 1 4 4 2 6 6 2 1]
30,1373; 149,7; 89428,9072;  [4 5 1 1 8 4 1 8 2 5 1 9 3 1 2 9 2 1 1 1 3 4 9 5 3 2 9 5 2 1 1 4 4 2 5 5 8 1 5 8]
47,755; 140,8; 95496,6608;  [4 3 7 7 2 1 4 8 2 5 3 8 4 2 9 8 1 8 7 8 4 7 9 7 9 3 8 5 4 8 8 7 4 1 5 5 6 2 6 7]
22,6604; 161,7; 90803,0433;  [2 1 2 6 9 7 5 9 1 9 3 8 3 7 4 1 4 5 2 4 5 7 7 1 5 6 4 2 5 4 6 1 2 1 1 1 1 3 6 2]
42,7532; 141,4; 92911,8314;  [8 2 5 7 9 3 1 4 3 4 9 9 1 5 8 7 3 4 5 7 3 8 3 9 5 2 1 9 2 8 4 9 5 8 4 8 5 4 1 9]
24,6749; 155,9; 89143,2961;  [2 8 1 7 7 2 6 4 2 2 1 5 5 3 6 2 1 4 1 2 7 3 1 7 5 1 5 9 2 3 4 2 7 6 5 4 6 4 1 4]
23,5085; 156,7; 88864,2248;  [5 4 1 8 2 4 2 9 1 7 3 6 5 5 6 4 2 1 1 3 1 3 3 3 8 5 6 7 3 8 2 1 1 9 9 1 5 2 3 3]
49,3374; 138,6; 95413,7559;  [5 3 8 9 2 8 4 9 2 5 6 8 4 4 8 7 4 7 5 5 6 5 3 9 6 3 8 9 7 4 8 8 7 6 2 7 2 6 5 9]
23,4273; 158,3; 89622,8608;  [3 7 5 8 9 2 3 1 3 3 6 3 1 4 1 5 3 9 4 8 6 1 5 1 1 6 2 3 5 5 4 8 6 5 6 2 8 2 4 1]
42,416; 141,8; 92846,0596;  [1 3 8 2 4 5 4 4 3 4 5 5 1 5 5 4 3 2 3 9 6 5 5 7 4 9 7 7 3 7 4 9 3 5 1 9 1 5 9 9]
38,7534; 143,1; 91282,34;  [2 4 5 7 4 2 9 7 4 5 4 4 4 5 4 7 1 1 2 6 3 2 8 9 9 6 6 8 8 5 2 5 6 6 2 8 3 5 2 6]
38,5517; 145,7; 92423,9299;  [1 1 3 5 4 3 5 9 3 8 8 6 3 4 8 2 2 8 2 5 8 2 4 6 2 6 3 8 3 1 8 8 9 6 1 6 7 2 4 8]
26,1319; 152,5; 88413,1795;  [3 4 7 2 6 3 5 5 2 3 3 1 1 8 4 1 2 9 5 1 1 2 2 6 1 7 3 2 8 3 1 5 1 4 2 3 1 1 4 8]
32,9059; 148,1; 90268,3336;  [2 1 3 1 7 4 8 7 1 4 3 3 1 1 4 7 1 4 4 8 9 2 2 8 1 7 6 8 4 6 3 9 3 4 7 8 1 2 6 2]
21,9653; 163,4; 91167,6995;  [1 7 6 6 6 8 8 2 4 9 1 3 3 8 3 2 1 4 5 2 3 5 6 1 4 5 8 3 9 8 1 1 7 5 2 4 1 1 2 3]
34,5738; 147,6; 91047,7719;  [1 8 2 6 6 4 3 4 3 3 6 5 1 3 9 7 4 6 2 8 7 2 5 2 8 4 8 7 9 5 1 9 4 4 1 7 2 1 1 8]
22,6023; 163,1; 91409,4194;  [8 2 4 2 1 8 4 6 3 3 1 2 6 2 5 4 5 9 3 1 2 2 2 4 7 4 5 3 9 9 8 1 9 2 3 7 3 4 4 2]
20,2293; 163,5; 90213,2705;  [2 5 4 1 5 1 3 7 4 4 1 2 4 5 2 2 7 4 4 6 1 5 1 2 2 9 4 1 1 4 4 4 2 8 4 1 6 2 6 3]
28,4365; 150,5; 88810,2445;  [1 2 8 4 4 6 3 5 4 3 6 1 5 2 2 9 1 2 2 5 4 1 3 1 8 5 7 6 6 3 2 3 3 8 4 6 1 2 3 7]
36,1608; 145,9; 91074,6571;  [1 1 8 9 4 5 7 6 2 5 2 3 1 7 2 6 2 1 5 9 1 2 9 4 1 2 8 5 8 5 6 6 6 8 5 7 4 2 2 5]

Cycle #1 (70489 ms; 23 best solutions)
30,8883; 148,9; 89500,2965;  [3 3 3 9 4 6 2 3 2 2 5 9 3 4 9 4 3 1 1 3 1 1 7 9 3 1 3 4 3 9 4 2 1 2 2 4 6 7 1 6]
33,0032; 148,8; 90687,9682;  [6 6 1 8 2 2 2 7 1 5 3 8 3 5 4 1 2 3 2 8 1 4 8 6 5 4 1 5 8 5 1 1 2 3 2 5 2 6 7 9]
26,4714; 154,5; 89583,6438;  [3 8 9 3 3 7 5 5 1 3 8 8 1 9 4 3 2 2 2 1 1 6 3 9 4 3 5 7 1 6 3 4 6 1 2 4 7 3 1 1]
30,5711; 149,4; 89512,2292;  [3 1 4 7 1 9 7 7 3 5 1 8 1 3 3 7 2 8 4 7 3 4 5 6 1 8 9 1 5 3 1 2 6 9 5 7 1 2 3 3]
18,0132; 167,5; 90897,3357;  [8 6 3 2 6 6 1 3 1 8 2 1 2 5 4 6 2 1 2 5 4 6 1 8 5 8 1 1 9 9 9 1 1 2 1 4 9 6 1 1]
35,6693; 143,6; 89761,5586;  [5 6 2 8 7 6 6 7 1 3 3 7 2 3 2 7 3 3 4 6 1 6 4 8 8 2 5 3 3 9 4 5 6 8 1 7 4 2 1 9]
20,3935; 164,7; 90897,5256;  [2 8 4 1 3 1 9 2 3 5 4 2 2 7 3 2 5 8 1 5 2 4 1 2 2 2 2 4 1 7 7 6 1 7 3 3 9 2 7 1]
28,1787; 152,1; 89359,323;  [6 1 2 2 6 3 3 5 4 1 8 4 2 1 5 2 2 6 3 8 6 5 4 4 4 5 7 7 5 7 1 6 3 1 4 4 2 1 1 5]
22,3499; 157,4; 88563,5675;  [2 5 1 9 6 3 7 2 3 1 8 6 3 3 9 1 1 3 3 2 1 3 5 3 1 1 2 1 8 5 7 3 1 8 6 4 1 2 3 1]
21,3097; 160,6; 89532,1254;  [3 5 1 4 3 3 1 8 4 1 6 7 5 3 1 1 3 9 2 8 1 2 3 2 2 9 2 7 1 7 6 8 4 5 1 5 6 8 3 1]
33,1759; 146,3; 89555,852;  [5 9 6 9 8 3 3 7 3 2 1 4 1 2 2 3 1 2 5 9 3 6 2 4 7 1 7 9 3 8 2 6 2 4 7 8 4 3 3 6]
24,9594; 154,6; 88667,847;  [3 3 2 5 3 1 5 1 1 5 4 9 1 3 6 2 2 5 2 2 5 1 7 5 4 1 6 5 5 4 3 1 7 5 7 7 4 6 3 2]
34,3168; 143,8; 89054,9319;  [7 2 4 2 3 5 4 5 2 2 2 8 3 5 1 9 1 2 7 7 4 3 2 2 4 6 6 6 4 1 5 9 2 9 3 8 4 2 4 9]
44,7877; 139,5; 93104,0067;  [9 4 8 9 5 3 7 8 1 3 8 4 3 7 4 7 3 4 6 8 3 6 7 5 1 2 8 7 4 4 6 4 1 3 2 8 2 2 4 9]
30,2408; 149,5; 89421,1499;  [2 1 2 2 4 6 2 7 1 5 2 9 7 6 4 2 3 2 1 9 2 4 3 9 6 2 6 4 3 6 5 4 2 6 5 1 7 1 1 9]
29,9408; 150,5; 89672,1807;  [2 2 6 5 1 1 6 2 1 4 2 6 3 2 4 4 3 9 4 1 5 2 8 5 7 3 1 2 9 1 5 2 9 5 7 2 1 2 3 9]
29,3523; 151,2; 89675,7669;  [1 2 4 5 9 6 7 1 3 6 3 3 1 5 7 8 1 4 2 3 6 4 2 9 4 1 1 2 8 9 4 5 1 5 5 3 4 1 1 6]

Cycle #2 (70802 ms; 23 best solutions)
36,0152; 145,2; 90717,9752;  [4 7 4 2 4 4 6 7 4 5 5 6 3 8 4 7 3 9 2 9 5 3 1 8 2 4 1 6 2 6 9 6 2 8 1 9 3 1 2 7]
