=============================================================
Instance #0
=============================================================

Cycle #0 (129516 ms; 39 best solutions)
32,1165; 129,98; 64706,1034;  [1 1 1 2 1 1 1 1 1 1 2 1 1 2 2 1 1 1 1 4 1 2 1 2 1 2 2 1 2 1 1 4 1 3 1 5 1 2 1 1]
35,6258; 129,45; 64703,6704;  [1 1 1 2 1 1 1 3 1 1 2 1 1 2 2 1 1 1 1 4 1 1 1 2 1 2 2 1 2 1 1 4 1 3 1 5 1 2 1 1]
268,4704; 108,23; 71564,2939;  [1 1 4 6 1 1 5 8 1 1 4 9 1 2 9 9 1 1 8 8 1 2 6 9 1 4 6 7 2 1 8 8 1 3 4 8 1 2 6 9]
269,9215; 107,93; 71526,4529;  [1 1 4 7 1 1 5 8 1 1 4 9 1 2 9 9 1 1 8 8 1 2 6 9 1 2 6 7 1 1 8 8 1 3 5 8 1 2 6 9]
259,4459; 108,4; 70963,6555;  [1 1 4 7 1 2 5 8 1 1 4 9 1 3 9 9 1 1 7 8 1 2 6 9 1 4 6 7 2 1 5 8 1 3 4 8 1 2 5 9]
180,5642; 113,57; 67686,5671;  [1 1 4 6 1 1 5 8 1 1 2 9 1 2 2 9 1 1 3 8 1 1 1 9 1 1 2 7 2 1 1 8 1 3 3 8 1 2 6 9]
115,9958; 119,4; 65803,5207;  [1 1 1 2 1 1 1 8 1 1 2 8 1 2 2 9 1 1 1 7 1 1 1 9 1 2 2 7 2 1 1 8 1 3 1 8 1 2 1 9]
50,6855; 127,71; 64980,5459;  [1 1 1 2 1 1 1 3 1 1 2 9 1 3 2 1 1 1 1 4 1 1 1 2 1 2 2 1 2 1 1 4 1 3 1 8 1 2 1 1]
41,4967; 128,81; 64818,6668;  [1 1 1 5 1 1 1 3 1 1 2 1 1 2 2 1 1 1 1 4 1 2 1 2 1 2 2 1 2 1 1 4 1 3 1 5 1 2 1 1]
237,4585; 109,87; 70057,4133;  [2 1 7 6 1 1 5 8 2 1 4 9 1 2 9 9 1 1 5 8 1 1 6 9 1 2 2 7 2 1 4 8 1 3 4 5 1 2 3 9]
205,0437; 112,08; 68742,8944;  [2 1 1 6 1 1 5 8 2 1 4 9 1 3 2 9 1 1 5 8 1 1 6 9 1 1 2 7 2 1 1 8 1 3 4 6 1 2 6 9]
109,3605; 120,56; 65876,8092;  [1 1 1 6 1 1 1 1 2 1 2 9 1 2 2 9 1 1 1 8 1 2 1 9 1 4 2 1 2 1 1 8 1 3 1 8 1 2 1 9]
231,9351; 110,3; 69842,1295;  [1 1 4 6 1 1 5 8 2 1 4 9 1 2 2 9 4 3 5 8 1 1 6 9 1 2 6 7 2 1 8 8 1 3 4 8 1 2 4 9]
194,2047; 112,71; 68256,5323;  [1 1 4 6 1 1 1 8 2 1 4 9 1 2 2 9 1 3 5 8 1 1 6 9 1 2 1 7 2 1 1 8 1 3 4 8 1 2 4 9]
245,8242; 109,2; 70348,3356;  [2 1 4 6 1 1 5 8 2 1 4 9 1 2 9 9 1 1 5 8 1 1 6 9 1 2 6 7 2 1 8 8 1 3 4 8 1 2 3 9]
93,7212; 122,52; 65661,4297;  [1 1 1 2 1 1 1 8 2 1 2 9 1 3 2 1 1 1 1 8 1 2 1 2 1 2 2 7 2 1 1 8 1 3 1 8 1 2 1 9]
176,6348; 115,1; 68097,5654;  [1 1 1 6 1 1 5 8 1 1 4 9 1 2 2 1 1 1 5 4 1 2 6 9 1 2 1 7 2 1 1 8 1 3 4 8 1 2 5 9]
136,1645; 117,72; 66439,4145;  [1 1 3 6 1 2 1 8 2 1 2 9 1 2 2 5 1 1 1 7 1 1 1 9 1 4 2 7 2 1 1 8 1 3 1 8 1 2 3 9]
