config	inst	time	count	best	spr	hv	gd	
nsga5k2x	I2	196748	32	0	0.7286	0.3814	0.0316	
nsga5k2x	I2	196787	25	0	0.6519	0.4282	0.0176	
nsga5k2x	I2	196817	30	1	0.7136	0.4305	0.0324	
nsga5k2x	I2	197119	20	2	0.6261	0.4062	0.0289	
nsga5k2x	I2	196793	28	1	0.8768	0.4189	0.0355	
nsga5k2x	I2	196982	28	0	0.6118	0.3783	0.0291	
nsga5k2x	I2	197043	29	0	0.7365	0.3921	0.0329	
nsga5k2x	I2	196983	26	2	0.5873	0.4105	0.0252	
nsga5k2x	I2	197023	28	1	0.6822	0.4134	0.0207	
nsga5k2x	I2	197098	29	1	0.5915	0.4346	0.0224	
nsga5k2x	I2	196746	29	1	0.6979	0.4013	0.0240	
nsga5k2x	I2	196925	26	0	0.7150	0.4088	0.0273	
nsga5k2x	I2	196841	25	1	0.5380	0.4340	0.0212	
nsga5k2x	I2	197029	26	2	0.7995	0.4387	0.0221	
nsga5k2x	I2	197418	29	0	0.6890	0.3899	0.0242	
nsga5k2x	I2	197169	25	0	0.6462	0.4133	0.0226	
nsga5k2x	I2	197511	18	3	0.6918	0.4740	0.0178	
nsga5k2x	I2	197063	27	0	0.6857	0.4330	0.0222	
nsga5k2x	I2	196451	19	1	0.6302	0.4200	0.0404	
nsga5k2x	I2	196751	29	0	0.7283	0.4399	0.0185	
nsga5k2x	I3	189573	31	3	0.5888	0.4338	0.0219	
nsga5k2x	I3	188808	39	3	0.8157	0.3629	0.0326	
nsga5k2x	I3	190629	30	0	0.6993	0.3776	0.0308	
nsga5k2x	I3	190995	26	1	0.6510	0.3471	0.0436	
nsga5k2x	I3	189884	29	1	0.6192	0.3611	0.0360	
nsga5k2x	I3	189089	32	2	0.4788	0.3864	0.0254	
nsga5k2x	I3	189835	29	2	0.9374	0.3378	0.0649	
nsga5k2x	I3	190188	30	3	0.5895	0.4227	0.0251	
nsga5k2x	I3	190757	30	0	0.6467	0.3645	0.0289	
nsga5k2x	I3	188012	41	0	0.5439	0.2931	0.0346	
nsga5k2x	I3	190288	28	1	0.6396	0.3641	0.0299	
nsga5k2x	I3	189360	27	1	0.6734	0.4056	0.0268	
nsga5k2x	I3	188870	38	0	0.6338	0.3773	0.0265	
