=============================================================
Instance #0
=============================================================

Cycle #0 (1273273 ms; 26 best solutions)
34,0791; 140; 87075,8865;  [3 4 9 5 5 2 5 2 2 6 5 6 1 1 8 7 2 5 1 8 3 2 3 4 3 3 2 7 2 2 2 3 4 8 7 6 2 3 4 9]
26,4409; 143,7; 84353,5774;  [1 2 1 2 3 5 5 1 1 2 3 5 3 3 2 7 2 1 6 9 5 5 1 5 1 3 3 2 1 5 2 5 6 3 3 6 4 4 2 8]
41,622; 135,1; 89201,8785;  [1 6 7 9 6 3 6 7 2 5 4 7 2 1 6 9 1 2 9 9 2 4 3 8 3 1 1 8 2 4 3 4 5 3 6 2 1 6 7 8]
18,7506; 156,7; 86135,2233;  [2 5 4 2 7 5 1 9 1 5 4 2 4 1 2 5 5 3 1 7 6 2 8 1 3 1 6 6 3 2 4 1 1 6 5 5 4 1 1 1]
18,6669; 158,9; 87155,8523;  [2 6 1 8 8 8 2 3 3 6 1 2 5 1 6 1 4 1 3 6 3 4 1 1 4 6 6 2 2 5 3 9 8 4 9 8 3 2 2 1]
41,1451; 135,5; 89086,6929;  [2 1 6 8 2 6 6 6 1 1 3 6 1 1 8 1 3 3 9 6 4 5 6 8 1 2 7 8 5 1 8 9 2 6 4 7 2 1 5 8]
33,5716; 140,4; 86906,7015;  [1 1 4 9 5 4 8 3 2 1 4 4 4 4 2 9 2 3 3 5 4 1 7 5 4 2 6 5 1 1 7 7 7 1 5 3 5 2 3 7]
39,8012; 137,5; 89325,124;  [1 2 2 9 3 2 7 9 4 1 2 8 3 9 5 9 2 2 5 1 4 5 7 9 8 4 7 8 5 1 5 6 8 2 4 9 1 3 1 9]
16,1753; 164,5; 88355,5293;  [1 8 6 8 4 1 4 4 3 3 2 1 3 5 1 3 2 4 2 2 2 5 1 1 6 7 2 1 8 1 8 2 9 4 5 1 8 7 6 1]
28,6188; 143,6; 85587,757;  [4 9 4 4 1 6 6 2 1 4 1 6 1 5 1 9 1 1 2 2 2 3 1 6 8 1 5 7 1 1 5 5 6 5 4 4 1 7 3 9]
31,6045; 142,4; 86770,7451;  [5 2 5 1 8 7 2 4 1 6 9 3 1 5 2 4 1 2 5 7 3 2 4 6 6 2 1 8 6 8 6 8 6 3 3 9 2 2 2 7]
32,6409; 142,1; 87262,113;  [3 4 5 7 3 6 3 5 1 8 4 6 4 2 7 6 3 9 2 9 1 3 2 6 7 4 1 9 5 7 3 4 3 6 3 2 2 3 1 9]
22,9201; 149,8; 85210,5236;  [1 1 9 4 3 4 1 2 2 1 7 3 2 1 3 6 2 3 1 5 1 7 1 3 4 2 9 2 8 1 8 4 1 3 9 4 2 1 3 3]
