config	inst	time	count	best	spr	hv	
rs50k	I3	1042160	25	2	0.6925	0.4584	
rs50k	I3	1042033	27	1	0.7872	0.4370	
rs50k	I3	1042351	37	0	1.0584	0.3817	
rs50k	I3	1041098	28	1	0.6433	0.4086	
rs50k	I3	1043803	31	1	0.7190	0.4370	
rs50k	I3	1041900	23	2	0.5617	0.4556	
rs50k	I3	1042466	25	1	0.6366	0.4392	
rs50k	I3	1043402	30	0	0.6705	0.3929	
rs50k	I3	1042262	32	0	0.7764	0.4303	
rs50k	I3	1042218	26	1	0.8574	0.4288	
rs50k	I3	1043200	32	1	0.6792	0.3725	
rs50k	I3	1042758	24	2	1.0914	0.4898	
rs50k	I3	1048988	23	1	0.6664	0.4479	
rs50k	I3	1049433	25	2	0.7120	0.4510	
rs50k	I3	1048815	28	1	0.6491	0.4307	
rs50k	I3	1049274	31	1	0.9017	0.4366	
rs50k	I3	1048805	23	1	0.6192	0.4294	
rs50k	I3	1049040	30	2	0.7006	0.3989	
rs50k	I3	1049110	16	1	0.6170	0.4780	
rs50k	I3	1048060	23	3	0.6136	0.4944	
rs50k	I3	1097524	25	1	0.7509	0.4577	
rs50k	I3	1062512	32	0	0.9669	0.3990	
rs50k	I3	1052172	30	1	0.6576	0.3836	
rs50k	I3	1048824	25	0	0.9066	0.4277	
rs50k	I3	1048812	22	1	0.7359	0.4436	
rs50k	I3	1049118	33	0	0.7150	0.3882	
rs50k	I3	1048994	35	0	0.7519	0.3873	
rs50k	I3	1048275	30	0	0.8410	0.4087	
rs50k	I3	1048334	30	2	0.8940	0.5216	
rs50k	I3	1049102	26	2	0.7262	0.3882	
rs50k	I4	364391	42	0	0.7384	0.5678	
rs50k	I4	364862	36	3	0.6667	0.5598	
rs50k	I4	364293	40	2	0.6232	0.5466	
rs50k	I4	364275	34	2	0.7127	0.5574	
rs50k	I4	359837	40	1	0.7297	0.5303	
rs50k	I4	359909	44	0	0.6583	0.5344	
rs50k	I4	358569	34	2	0.6083	0.5772	
rs50k	I4	358354	37	1	0.8494	0.5458	
rs50k	I4	358589	37	1	0.6358	0.5514	
rs50k	I4	358466	38	2	0.6717	0.5642	
rs50k	I4	358560	42	1	0.6768	0.5683	
rs50k	I4	358832	34	0	0.7213	0.5626	
rs50k	I4	358664	47	2	0.6847	0.5571	
rs50k	I4	358368	40	1	0.6557	0.5358	
rs50k	I4	358229	32	1	0.7610	0.5469	
rs50k	I4	358569	48	0	0.7092	0.5339	
rs50k	I4	358247	37	1	0.6281	0.5377	
rs50k	I4	358192	36	2	0.6310	0.5441	
rs50k	I4	358465	38	1	0.6331	0.5642	
rs50k	I4	358327	35	1	0.6257	0.5566	
rs50k	I4	358460	38	2	0.7046	0.5486	
rs50k	I4	358957	40	0	0.6808	0.5368	
rs50k	I4	359677	34	1	0.6785	0.5583	
rs50k	I4	358544	39	2	0.5860	0.5555	
rs50k	I4	358342	44	0	0.7498	0.5458	
rs50k	I4	358613	37	1	0.6924	0.5436	
rs50k	I4	358499	38	3	0.6128	0.5838	
rs50k	I4	358455	39	1	0.6436	0.5392	
rs50k	I4	358762	45	0	0.6701	0.5314	
rs50k	I4	358335	41	2	0.7053	0.5519	
rs50k	I4	358393	39	0	0.6367	0.5481	
rs50k	I4	358498	34	2	0.7469	0.5937	
rs50k	I4	358815	40	2	0.6755	0.5509	
rs50k	I4	358883	38	0	0.6450	0.5418	
rs50k	I4	358293	33	2	0.7535	0.5710	
rs50k	I4	358458	32	1	0.8071	0.5448	
rs50k	I4	358303	37	2	0.6567	0.5714	
rs50k	I4	358398	48	1	0.7542	0.5550	
rs50k	I4	358463	34	1	0.5735	0.5398	
rs50k	I4	358226	29	2	0.6700	0.5703	
rs50k	I4	358397	38	0	0.6417	0.5575	
rs50k	I4	358345	44	0	0.7321	0.5589	
rs50k	I4	358300	27	3	0.7596	0.5660	
rs50k	I4	359214	39	1	0.6460	0.5491	
rs50k	I4	358425	38	2	0.7082	0.5435	
rs50k	I4	358323	37	0	0.6927	0.5579	
rs50k	I4	358806	35	1	0.6942	0.5584	
rs50k	I4	358981	35	0	0.6561	0.5500	
rs50k	I4	358745	37	0	0.6582	0.5583	
rs50k	I4	358452	46	0	0.6537	0.5208	
rs50k	I5	150495	31	1	0.6450	0.5029	
rs50k	I5	150627	32	1	0.7438	0.4958	
rs50k	I5	150728	30	4	0.6824	0.5185	
rs50k	I5	150561	40	1	0.6386	0.5023	
rs50k	I5	150453	34	1	0.7013	0.5092	
rs50k	I5	150596	34	1	0.6867	0.5208	
rs50k	I5	150573	38	1	0.8005	0.4980	
rs50k	I5	150607	36	1	0.6979	0.4881	
rs50k	I5	150747	32	3	0.7442	0.5495	
rs50k	I5	151194	33	1	0.6892	0.5522	
rs50k	I5	150770	34	1	0.6245	0.4966	
rs50k	I5	150552	29	1	0.6485	0.4859	
rs50k	I5	150581	37	2	0.7928	0.5054	
rs50k	I5	150602	30	3	0.6791	0.4884	
rs50k	I5	150555	29	1	0.6472	0.5148	
rs50k	I5	150493	37	1	0.6491	0.5005	
rs50k	I5	150527	38	2	0.7328	0.4997	
rs50k	I5	150497	42	0	0.6484	0.4727	
rs50k	I5	150523	38	1	0.6886	0.4986	
rs50k	I5	150702	34	0	0.6450	0.4935	
rs50k	I5	150949	38	1	0.7015	0.4983	
rs50k	I5	150799	39	1	0.6991	0.4951	
rs50k	I5	150900	33	3	0.6829	0.5220	
rs50k	I5	150779	32	2	0.5303	0.5062	
rs50k	I5	150828	37	0	0.6316	0.4672	
rs50k	I5	150824	31	0	0.7023	0.5061	
rs50k	I5	150664	34	3	0.6911	0.5044	
rs50k	I5	150621	35	0	0.6030	0.4975	
rs50k	I5	150533	40	0	0.6154	0.4962	
rs50k	I5	150619	33	4	0.6589	0.5192	
rs50k	I5	150494	41	0	0.6180	0.4813	
rs50k	I5	150569	39	0	0.7168	0.5021	
rs50k	I5	150568	24	1	0.7816	0.5508	
rs50k	I5	150668	38	0	0.6972	0.4912	
rs50k	I5	151198	31	1	0.6658	0.4943	
rs50k	I5	150838	31	1	0.5514	0.5167	
rs50k	I5	150606	36	1	0.7684	0.4976	
rs50k	I5	150723	32	0	0.7514	0.4806	
rs50k	I5	150517	33	1	0.7110	0.4978	
rs50k	I5	150546	27	1	0.6786	0.4980	
rs50k	I5	150535	42	3	0.6779	0.5012	
rs50k	I5	150518	44	1	0.6911	0.4750	
rs50k	I5	150527	32	1	0.7980	0.5228	
rs50k	I5	150591	27	0	0.5921	0.5071	
rs50k	I5	150710	37	0	0.5621	0.4842	
rs50k	I5	150712	38	0	0.6700	0.4705	
rs50k	I5	150450	41	0	0.5890	0.4715	
rs50k	I5	150601	40	1	0.6408	0.4787	
rs50k	I5	150517	41	0	0.8480	0.4924	
rs50k	I5	150529	35	3	0.7059	0.4936	


nsga5k2x	I0	33088	32	1	0.5516	0.5098	
nsga5k2x	I0	30865	37	1	0.6293	0.5113	
nsga5k2x	I0	31015	45	0	0.8093	0.5019	
nsga5k2x	I0	30762	37	3	0.6040	0.5071	
nsga5k2x	I0	31159	45	2	0.8365	0.5415	
nsga5k2x	I0	30882	38	2	0.6630	0.4941	
nsga5k2x	I0	30868	46	2	0.6236	0.5083	
nsga5k2x	I0	31369	37	2	0.5905	0.4965	
nsga5k2x	I0	30920	37	1	0.6131	0.4961	
nsga5k2x	I0	31118	43	0	0.6279	0.4880	
nsga5k2x	I0	30858	39	1	0.6411	0.5213	
nsga5k2x	I0	31031	34	1	0.7710	0.4893	
nsga5k2x	I0	31205	40	2	0.7351	0.4960	
nsga5k2x	I0	31077	27	3	0.6289	0.5082	
nsga5k2x	I0	30916	44	0	0.7138	0.5037	
nsga5k2x	I0	31052	38	1	0.5973	0.5028	
nsga5k2x	I0	31143	40	1	0.7668	0.5329	
nsga5k2x	I0	31069	42	1	0.6667	0.4825	
nsga5k2x	I0	30989	33	1	0.4978	0.4920	
nsga5k2x	I0	31031	31	2	0.6223	0.5090	
nsga5k2x	I0	30875	36	0	0.6097	0.4780	
nsga5k2x	I0	31049	31	3	0.6790	0.5630	
nsga5k2x	I0	30814	44	0	0.5341	0.4710	
nsga5k2x	I0	31166	34	3	0.6512	0.5402	
nsga5k2x	I0	30883	36	0	0.5670	0.4696	
nsga5k2x	I0	30845	46	2	0.7064	0.4802	
nsga5k2x	I0	30795	35	4	0.6766	0.5138	
nsga5k2x	I0	31027	29	1	0.7101	0.5001	
nsga5k2x	I0	31065	32	0	0.7192	0.4755	
nsga5k2x	I0	30150	41	3	0.6711	0.5154	
nsga5k2x	I0	29774	39	1	0.6777	0.5257	
nsga5k2x	I0	29606	39	0	0.6958	0.5020	
nsga5k2x	I0	30077	42	1	0.6873	0.4920	
nsga5k2x	I0	29712	39	1	0.6704	0.5229	
nsga5k2x	I0	29769	46	6	0.6847	0.5420	
nsga5k2x	I0	29349	28	1	0.6330	0.4741	
nsga5k2x	I0	29570	40	1	0.8051	0.4999	
nsga5k2x	I0	29352	35	1	0.6709	0.5267	
nsga5k2x	I0	29429	43	3	0.6515	0.5212	
nsga5k2x	I0	29365	48	2	0.7471	0.5239	
nsga5k2x	I0	29519	30	4	0.6524	0.5447	
nsga5k2x	I0	29509	42	3	0.7512	0.5167	
nsga5k2x	I0	29386	32	0	0.6425	0.4623	
nsga5k2x	I0	29323	46	0	0.6529	0.4839	
nsga5k2x	I0	29274	36	1	0.7300	0.5122	
nsga5k2x	I0	29431	33	4	0.6378	0.5427	
nsga5k2x	I0	29419	35	0	0.5689	0.5105	
nsga5k2x	I0	29340	43	0	0.6658	0.4763	
nsga5k2x	I0	29190	37	0	0.7538	0.5238	
nsga5k2x	I0	29391	37	2	0.5848	0.5083	
nsga5k2x	I1	173462	50	3	0.6305	0.4760	
nsga5k2x	I1	173147	49	1	0.6132	0.4399	
nsga5k2x	I1	172667	48	3	0.6560	0.4530	
nsga5k2x	I1	172545	62	2	0.5823	0.4638	
nsga5k2x	I1	172315	45	2	0.5649	0.4680	
nsga5k2x	I1	173375	52	0	0.5798	0.4486	
nsga5k2x	I1	172826	56	1	0.6471	0.4538	
nsga5k2x	I1	173139	50	2	0.6395	0.4672	
nsga5k2x	I1	172925	45	2	0.6328	0.4708	
nsga5k2x	I1	171503	58	1	0.7682	0.4557	
nsga5k2x	I1	171892	45	2	0.6188	0.4565	
nsga5k2x	I1	171509	54	0	0.6321	0.4314	
nsga5k2x	I1	173038	52	0	0.6059	0.4577	
nsga5k2x	I1	172105	40	3	0.7172	0.4876	
nsga5k2x	I1	171826	58	1	0.5854	0.4515	
nsga5k2x	I1	171288	51	1	0.5362	0.4501	
nsga5k2x	I1	171606	54	1	0.7052	0.4605	
nsga5k2x	I1	171771	39	7	0.7026	0.4866	
nsga5k2x	I1	172420	47	2	0.6490	0.4654	
nsga5k2x	I1	171267	48	2	0.5975	0.4668	
nsga5k2x	I1	171726	53	2	0.6640	0.4782	
nsga5k2x	I1	171536	47	2	0.7112	0.4708	
nsga5k2x	I1	171777	53	0	0.6383	0.4222	
nsga5k2x	I1	172128	51	1	0.6689	0.4585	
nsga5k2x	I1	171151	53	1	0.5974	0.4663	
nsga5k2x	I1	171115	52	2	0.5567	0.4695	
nsga5k2x	I1	170689	59	1	0.6479	0.4550	
nsga5k2x	I1	171408	50	3	0.5975	0.4715	
nsga5k2x	I1	171223	53	1	0.5932	0.4410	
nsga5k2x	I1	171647	58	3	0.6221	0.4569	
nsga5k2x	I1	170762	53	1	0.7533	0.4498	
nsga5k2x	I1	171913	51	0	0.5965	0.4484	
nsga5k2x	I1	171753	48	2	0.5390	0.4643	
nsga5k2x	I1	170499	55	1	0.6826	0.4390	
nsga5k2x	I1	170806	52	4	0.5755	0.4592	
nsga5k2x	I1	171596	56	0	0.6147	0.4479	
nsga5k2x	I1	171541	47	2	0.7119	0.4683	
nsga5k2x	I1	171883	45	1	0.5983	0.4716	
nsga5k2x	I1	171421	49	1	0.6042	0.4719	
nsga5k2x	I1	171750	49	2	0.6054	0.4583	
nsga5k2x	I1	171268	52	2	0.6054	0.4605	
nsga5k2x	I1	171293	51	1	0.6200	0.4575	
nsga5k2x	I1	171468	54	3	0.5850	0.4642	
nsga5k2x	I1	170932	49	0	0.5880	0.4491	
nsga5k2x	I1	171348	45	0	0.6089	0.4440	
nsga5k2x	I1	171017	51	0	0.5889	0.4520	
nsga5k2x	I1	171243	37	3	0.5948	0.4518	
nsga5k2x	I1	171700	54	1	0.6559	0.4261	
nsga5k2x	I1	171063	51	2	0.6740	0.4451	
nsga5k2x	I1	171537	41	4	0.6268	0.4760	
nsga5k2x	I2	196333	34	0	0.7420	0.3562	
nsga5k2x	I2	197121	23	0	0.5412	0.3859	
nsga5k2x	I2	196871	23	0	0.7002	0.3968	
nsga5k2x	I2	197392	22	1	0.6842	0.4204	
nsga5k2x	I2	197433	23	0	0.6991	0.4093	
nsga5k2x	I2	197473	24	0	0.6587	0.4187	
nsga5k2x	I2	197553	27	0	0.6477	0.3851	
nsga5k2x	I2	196899	22	2	0.5877	0.4454	
nsga5k2x	I2	197040	27	2	0.7867	0.4037	
nsga5k2x	I2	196965	24	0	0.6532	0.4058	
nsga5k2x	I2	197097	28	0	0.5824	0.3751	
nsga5k2x	I2	197053	38	3	0.5549	0.4002	
nsga5k2x	I2	197636	28	0	0.5988	0.3828	
nsga5k2x	I2	196719	27	2	0.6592	0.4383	
nsga5k2x	I2	197359	33	0	0.4801	0.3818	
nsga5k2x	I2	197387	27	1	0.6162	0.4099	
nsga5k2x	I2	196923	24	0	0.6245	0.4039	
nsga5k2x	I2	196600	19	2	0.5567	0.4328	
nsga5k2x	I2	197152	36	0	0.6512	0.3938	
nsga5k2x	I2	197032	28	1	0.5452	0.3829	
nsga5k2x	I2	197343	23	2	0.5681	0.4099	
nsga5k2x	I2	196674	22	2	0.5860	0.4151	
nsga5k2x	I2	196844	32	0	0.6531	0.4360	
nsga5k2x	I2	196941	35	0	0.7048	0.3868	
nsga5k2x	I2	196862	26	0	0.6768	0.4111	
nsga5k2x	I2	197126	28	2	0.4770	0.4324	
nsga5k2x	I2	196798	33	0	0.7977	0.4099	
nsga5k2x	I2	197452	26	3	0.5839	0.4447	
nsga5k2x	I2	196615	32	1	0.7279	0.4247	
nsga5k2x	I2	197258	27	1	0.6136	0.3954	
nsga5k2x	I2	196748	32	0	0.7286	0.3814	
nsga5k2x	I2	196787	25	0	0.6519	0.4282	
nsga5k2x	I2	196817	30	1	0.7136	0.4305	
nsga5k2x	I2	197119	20	2	0.6261	0.4062	
nsga5k2x	I2	196793	28	1	0.8768	0.4189	
nsga5k2x	I2	196982	28	0	0.6118	0.3783	
nsga5k2x	I2	197043	29	0	0.7365	0.3921	
nsga5k2x	I2	196983	26	2	0.5873	0.4105	
nsga5k2x	I2	197023	28	1	0.6822	0.4134	
nsga5k2x	I2	197098	29	1	0.5915	0.4346	
nsga5k2x	I2	196746	29	1	0.6979	0.4013	
nsga5k2x	I2	196925	26	0	0.7150	0.4088	
nsga5k2x	I2	196841	25	1	0.5380	0.4340	
nsga5k2x	I2	197029	26	2	0.7995	0.4387	
nsga5k2x	I2	197418	29	0	0.6890	0.3899	
nsga5k2x	I2	197169	25	0	0.6462	0.4133	
nsga5k2x	I2	197511	18	3	0.6918	0.4740	
nsga5k2x	I2	197063	27	0	0.6857	0.4330	
nsga5k2x	I2	196451	19	1	0.6302	0.4200	
nsga5k2x	I2	196751	29	0	0.7283	0.4399	
nsga5k2x	I3	189573	31	3	0.5888	0.4338	
nsga5k2x	I3	188808	39	3	0.8157	0.3629	
nsga5k2x	I3	190629	30	0	0.6993	0.3776	
nsga5k2x	I3	190995	26	1	0.6510	0.3471	
nsga5k2x	I3	189884	29	1	0.6192	0.3611	
nsga5k2x	I3	189089	32	2	0.4788	0.3864	
nsga5k2x	I3	189835	29	2	0.9374	0.3378	
nsga5k2x	I3	190188	30	3	0.5895	0.4227	
nsga5k2x	I3	190757	30	0	0.6467	0.3645	
nsga5k2x	I3	188012	41	0	0.5439	0.2931	
nsga5k2x	I3	190288	28	1	0.6396	0.3641	
nsga5k2x	I3	189360	27	1	0.6734	0.4056	
nsga5k2x	I3	188870	38	0	0.6338	0.3773	
nsga5k2x	I3	187995	33	1	0.5784	0.3962	
nsga5k2x	I3	189479	36	0	0.6235	0.3766	
nsga5k2x	I3	190456	34	5	0.6034	0.4391	
nsga5k2x	I3	189424	39	0	0.8194	0.3316	
nsga5k2x	I3	189074	28	0	0.6460	0.3882	
nsga5k2x	I3	188059	37	0	0.6608	0.3871	
nsga5k2x	I3	187895	38	3	0.6736	0.3932	
nsga5k2x	I3	189693	37	0	0.7494	0.3290	
nsga5k2x	I3	191460	27	0	0.6933	0.3539	
nsga5k2x	I3	190769	32	0	0.6413	0.3378	
nsga5k2x	I3	189658	29	1	0.6332	0.3646	
nsga5k2x	I3	189160	33	1	0.5092	0.3701	
nsga5k2x	I3	190341	27	3	0.7376	0.4104	
nsga5k2x	I3	190279	37	0	0.9300	0.3599	
nsga5k2x	I3	189364	36	0	0.5212	0.3356	
nsga5k2x	I3	187301	30	0	0.6799	0.3534	
nsga5k2x	I3	189444	34	1	0.7377	0.3577	
nsga5k2x	I3	190836	37	0	0.6386	0.3527	
nsga5k2x	I3	189518	35	0	0.6901	0.3590	
nsga5k2x	I3	189362	23	2	0.5579	0.4171	
nsga5k2x	I3	189677	34	0	0.8125	0.3285	
nsga5k2x	I3	191300	27	1	0.9552	0.3935	
nsga5k2x	I3	190597	38	1	0.9945	0.3808	
nsga5k2x	I3	190413	37	0	0.8316	0.3552	
nsga5k2x	I3	189026	33	2	0.4709	0.4226	
nsga5k2x	I3	189686	35	1	0.8416	0.3388	
nsga5k2x	I3	189726	27	2	0.7253	0.3996	
nsga5k2x	I3	188938	21	5	0.6731	0.4855	
nsga5k2x	I3	189686	29	2	0.6836	0.4366	
nsga5k2x	I3	190076	34	0	0.8083	0.3714	
nsga5k2x	I3	188481	36	1	0.6638	0.3984	
nsga5k2x	I3	187681	32	5	0.6140	0.4295	
nsga5k2x	I3	190813	36	2	0.5796	0.3931	
nsga5k2x	I3	189185	39	1	0.6533	0.3565	
nsga5k2x	I3	188890	35	0	0.7005	0.3575	
nsga5k2x	I3	190281	28	0	0.8798	0.3702	
nsga5k2x	I3	188286	33	3	0.8392	0.3954	
nsga5k2x	I4	72379	55	1	0.5804	0.4739	
nsga5k2x	I4	71651	54	1	0.5846	0.4802	
nsga5k2x	I4	71548	56	1	0.6238	0.4657	
nsga5k2x	I4	71812	63	1	0.6148	0.4787	
nsga5k2x	I4	71838	56	6	0.5949	0.4881	
nsga5k2x	I4	71590	53	3	0.5922	0.4762	
nsga5k2x	I4	71691	75	0	0.5626	0.4710	
nsga5k2x	I4	71746	59	1	0.6523	0.4930	
nsga5k2x	I4	71978	59	2	0.6879	0.4912	
nsga5k2x	I4	71468	54	1	0.5001	0.4898	
nsga5k2x	I4	71754	66	1	0.6755	0.4738	
nsga5k2x	I4	71674	61	2	0.6194	0.4804	
nsga5k2x	I4	72129	62	0	0.6375	0.4746	
nsga5k2x	I4	71567	67	0	0.6214	0.4617	
nsga5k2x	I4	71796	67	4	0.6387	0.4885	
nsga5k2x	I4	71706	65	2	0.6117	0.4930	
nsga5k2x	I4	71921	68	2	0.6279	0.4703	
nsga5k2x	I4	71727	54	6	0.5949	0.5043	
nsga5k2x	I4	71697	58	0	0.5754	0.4627	
nsga5k2x	I4	72019	55	2	0.6410	0.4816	
nsga5k2x	I4	71715	60	3	0.5669	0.4784	
nsga5k2x	I4	72021	67	1	0.6068	0.4842	
nsga5k2x	I4	71743	74	2	0.6221	0.4887	
nsga5k2x	I4	71587	72	3	0.5754	0.4907	
nsga5k2x	I4	71835	64	4	0.6250	0.4917	
nsga5k2x	I4	71816	67	1	0.5587	0.4721	
nsga5k2x	I4	71669	61	2	0.5708	0.4865	
nsga5k2x	I4	71252	62	4	0.6079	0.4938	
nsga5k2x	I4	71423	58	1	0.7157	0.4761	
nsga5k2x	I4	71962	58	3	0.7050	0.4862	
nsga5k2x	I4	71449	71	0	0.5707	0.4569	
nsga5k2x	I4	71475	64	1	0.6479	0.4815	
nsga5k2x	I4	71354	53	4	0.6967	0.4889	
nsga5k2x	I4	71846	65	1	0.6158	0.4846	
nsga5k2x	I4	71738	73	4	0.6946	0.4925	
nsga5k2x	I4	71671	54	3	0.6920	0.4896	
nsga5k2x	I4	71450	48	3	0.5715	0.4924	
nsga5k2x	I4	71629	66	6	0.5319	0.4958	
nsga5k2x	I4	71766	61	3	0.6126	0.4863	
nsga5k2x	I4	71874	61	0	0.6411	0.4714	
nsga5k2x	I4	71540	60	3	0.5895	0.4626	
nsga5k2x	I4	71723	63	3	0.6552	0.4890	
nsga5k2x	I4	72036	55	0	0.5970	0.4698	
nsga5k2x	I4	71645	62	3	0.5932	0.4851	
nsga5k2x	I4	71553	67	1	0.5610	0.4740	
nsga5k2x	I4	71837	58	2	0.5799	0.4789	
nsga5k2x	I4	71714	67	0	0.6265	0.4818	
nsga5k2x	I4	71459	63	3	0.6232	0.4724	
nsga5k2x	I4	71460	55	3	0.6880	0.4881	
nsga5k2x	I4	71512	63	2	0.6984	0.4830	
nsga5k2x	I5	31256	54	5	0.6352	0.4872	
nsga5k2x	I5	31381	56	1	0.7265	0.4802	
nsga5k2x	I5	31253	58	0	0.5535	0.4550	
nsga5k2x	I5	31337	43	1	0.6466	0.4514	
nsga5k2x	I5	31172	65	0	0.6697	0.4491	
nsga5k2x	I5	31153	57	3	0.6329	0.4831	
nsga5k2x	I5	31212	61	2	0.6950	0.4662	
nsga5k2x	I5	31337	44	0	0.5621	0.4828	
nsga5k2x	I5	31290	54	0	0.5530	0.4654	
nsga5k2x	I5	31233	52	0	0.6460	0.4568	
nsga5k2x	I5	31122	49	3	0.5873	0.4887	
nsga5k2x	I5	31162	57	1	0.6168	0.4709	
nsga5k2x	I5	31040	55	2	0.5770	0.4584	
nsga5k2x	I5	31290	63	0	0.6022	0.4649	
nsga5k2x	I5	31320	53	9	0.6908	0.4789	
nsga5k2x	I5	31471	61	1	0.6317	0.4640	
nsga5k2x	I5	31324	48	0	0.5220	0.4667	
nsga5k2x	I5	31150	63	2	0.6989	0.4765	
nsga5k2x	I5	31283	55	2	0.5394	0.4735	
nsga5k2x	I5	31340	51	0	0.6103	0.4585	
nsga5k2x	I5	31638	42	8	0.5979	0.5086	
nsga5k2x	I5	31357	54	0	0.6119	0.4732	
nsga5k2x	I5	31347	67	0	0.6936	0.4518	
nsga5k2x	I5	31441	53	4	0.5749	0.4894	
nsga5k2x	I5	31256	59	0	0.5546	0.4634	
nsga5k2x	I5	31099	59	2	0.5490	0.4682	
nsga5k2x	I5	31302	56	1	0.5932	0.4714	
nsga5k2x	I5	31293	56	2	0.5261	0.4837	
nsga5k2x	I5	31390	60	5	0.5681	0.4861	
nsga5k2x	I5	31231	51	3	0.6737	0.4933	
nsga5k2x	I5	31285	55	1	0.6661	0.4757	
nsga5k2x	I5	31272	55	6	0.5832	0.4733	
nsga5k2x	I5	31316	60	0	0.5409	0.4509	
nsga5k2x	I5	31216	62	0	0.6654	0.4670	
nsga5k2x	I5	31155	47	4	0.6262	0.4939	
nsga5k2x	I5	31335	64	1	0.6705	0.4621	
nsga5k2x	I5	31360	55	2	0.6422	0.4760	
nsga5k2x	I5	31219	53	0	0.6111	0.4397	
nsga5k2x	I5	31466	55	2	0.6415	0.4947	
nsga5k2x	I5	31538	66	0	0.4898	0.4811	
nsga5k2x	I5	31257	47	2	0.6261	0.4719	
nsga5k2x	I5	31307	70	0	0.5596	0.4575	
nsga5k2x	I5	31154	54	7	0.6770	0.5008	
nsga5k2x	I5	31463	58	4	0.6104	0.4805	
nsga5k2x	I5	31296	55	0	0.5818	0.4589	
nsga5k2x	I5	31329	49	4	0.6951	0.4814	
nsga5k2x	I5	31244	62	3	0.6402	0.4710	
nsga5k2x	I5	31193	49	2	0.6354	0.4792	
nsga5k2x	I5	31309	53	1	0.6082	0.4712	
nsga5k2x	I5	31263	53	0	0.6254	0.4492	


nsga10k2x	I0	61631	59	0	0.6945	0.4868	
nsga10k2x	I0	59009	46	2	0.6799	0.4875	
nsga10k2x	I0	59717	54	0	0.6329	0.5024	
nsga10k2x	I0	59267	57	0	0.7138	0.4772	
nsga10k2x	I0	59027	51	0	0.5694	0.4934	
nsga10k2x	I0	59101	51	2	0.6352	0.4626	
nsga10k2x	I0	58651	51	3	0.6440	0.4813	
nsga10k2x	I0	58781	45	2	0.6883	0.5238	
nsga10k2x	I0	59341	47	1	0.6544	0.5126	
nsga10k2x	I0	58842	49	9	0.6753	0.5417	
nsga10k2x	I0	59138	49	1	0.7552	0.5052	
nsga10k2x	I0	59181	43	0	0.6933	0.4760	
nsga10k2x	I0	58879	49	0	0.7739	0.4789	
nsga10k2x	I0	58884	48	2	0.6149	0.5142	
nsga10k2x	I0	58967	43	4	0.8311	0.5016	
nsga10k2x	I0	57765	50	0	0.6293	0.4723	
nsga10k2x	I0	56599	47	0	0.7701	0.4980	
nsga10k2x	I0	56735	51	1	0.6991	0.4833	
nsga10k2x	I0	57517	59	0	0.6032	0.4786	
nsga10k2x	I0	58455	39	0	0.6845	0.4734	
nsga10k2x	I0	58127	54	0	0.6521	0.5098	
nsga10k2x	I0	58236	40	2	0.7212	0.4883	
nsga10k2x	I0	58248	51	0	0.7080	0.5127	
nsga10k2x	I0	57979	53	1	0.6355	0.5200	
nsga10k2x	I0	58290	44	3	0.6681	0.5176	
nsga10k2x	I0	58083	47	3	0.7124	0.4796	
nsga10k2x	I0	57824	46	2	0.6369	0.5001	
nsga10k2x	I0	57826	47	1	0.6835	0.4810	
nsga10k2x	I0	57400	45	1	0.5706	0.4844	
nsga10k2x	I0	57722	44	1	0.6566	0.5211	
nsga10k2x	I0	57942	46	1	0.5823	0.4768	
nsga10k2x	I0	57787	51	1	0.7218	0.4790	
nsga10k2x	I0	57835	46	0	0.7958	0.4891	
nsga10k2x	I0	57493	51	2	0.6575	0.5225	
nsga10k2x	I0	57616	48	6	0.7499	0.5608	
nsga10k2x	I0	57779	48	9	0.6828	0.5066	
nsga10k2x	I0	57320	45	2	0.6527	0.5024	
nsga10k2x	I0	57798	52	0	0.6252	0.4914	
nsga10k2x	I0	57553	48	1	0.6219	0.5035	
nsga10k2x	I0	57709	47	1	0.6111	0.4947	
nsga10k2x	I0	57811	51	1	0.7655	0.4796	
nsga10k2x	I0	57522	44	2	0.6283	0.5329	
nsga10k2x	I0	57691	56	0	0.5886	0.4726	
nsga10k2x	I0	57440	48	2	0.6466	0.5058	
nsga10k2x	I0	57493	47	0	0.5957	0.4920	
nsga10k2x	I0	57721	52	2	0.6811	0.4930	
nsga10k2x	I0	57804	56	0	0.5914	0.5016	
nsga10k2x	I0	57401	48	2	0.6704	0.4904	
nsga10k2x	I0	57352	50	1	0.7397	0.4762	
nsga10k2x	I0	57639	48	0	0.6268	0.4646	
nsga10k2x	I1	340940	61	4	0.6409	0.4369	
nsga10k2x	I1	340785	84	1	0.6149	0.4411	
nsga10k2x	I1	340658	62	1	0.6553	0.4445	
nsga10k2x	I1	339810	72	0	0.5725	0.4240	
nsga10k2x	I1	339299	70	1	0.6298	0.4264	
nsga10k2x	I1	340100	71	4	0.7161	0.4476	
nsga10k2x	I1	340468	66	2	0.5856	0.4470	
nsga10k2x	I1	341134	66	3	0.7113	0.4442	
nsga10k2x	I1	338325	57	1	0.5884	0.4408	
nsga10k2x	I1	336038	63	1	0.6258	0.4538	
nsga10k2x	I1	336839	58	1	0.5790	0.4527	
nsga10k2x	I1	336234	71	4	0.5799	0.4555	
nsga10k2x	I1	336468	59	0	0.5686	0.4264	
nsga10k2x	I1	336637	65	1	0.6113	0.4400	
